"","Date","Cruise_ID","depth","chl.c1.c2","chl.c3","peridinin","but.fuco","fucoxanthin","hex.fuco","prasinoxanthin","lutein","alloxanthin","zeaxanthin","chl.b","chl.a","date"
"1","20060704","93HG_124","1","","0.0184","0.0082","0.0054","0.0555","0.0205","bd","bd","bd","0.0392","","0.2500",2006-07-04
"2","20060704","93HG_124","7","","0.0179","0.0074","0.0048","0.0574","0.0190","bd","bd","bd","0.0392","","0.2667",2006-07-04
"3","20060704","93HG_124","15","","0.0154","0.0087","0.0040","0.0482","0.0170","bd","bd","bd","0.0345","","0.2438",2006-07-04
"4","20060704","93HG_124","25","","0.0119","0.0084","0.0060","0.0103","0.0216","bd","bd","0.0012","0.0474","","0.1967",2006-07-04
"5","20060704","93HG_124","35","","0.0109","0.0080","0.0047","0.0030","0.0226","0.0053","bd","0.0008","0.0237","","0.1972",2006-07-04
"6","20060704","93HG_124","55","","0.0123","bd","0.0078","0.0129","0.0192","0.0013","bd","bd","0.0015","","0.0724",2006-07-04
"7","20060704","93HG_124","75","","0.0138","bd","0.0085","0.0075","0.0176","0.0013","bd","bd","0.0041","","0.1036",2006-07-04
"8","20060704","93HG_124","100","","0.0054","bd","0.0033","0.0047","0.0059","bd","bd","bd","0.0012","","0.0336",2006-07-04
"9","20060803","93HG_125","1","","0.0028","0.0024","0.0027","0.0053","0.0062","bd","bd","bd","0.1054","","0.2001",2006-08-03
"10","20060803","93HG_125","7","","0.0036","bd","0.0042","0.0067","0.0085","bd","bd","bd","0.1238","","0.2263",2006-08-03
"11","20060803","93HG_125","15","","0.0172","0.0279","0.0129","0.0294","0.0254","bd","bd","0.0045","0.2079","","0.5633",2006-08-03
"12","20060803","93HG_125","25","","0.0679","0.0147","0.0164","0.0407","0.0782","0.0422","bd","0.0063","0.0033","","0.4911",2006-08-03
"13","20060803","93HG_125","35","","0.0744","0.0083","0.0246","0.0739","0.0771","0.0318","bd","0.0075","0.0039","","0.4246",2006-08-03
"14","20060803","93HG_125","55","","0.0363","0.0044","0.0094","0.0305","0.0453","bd","bd","0.0033","0.0027","","0.1966",2006-08-03
"15","20060803","93HG_125","75","","0.0088","bd","0.0032","0.0143","0.0102","bd","bd","bd","0.0013","","0.0546",2006-08-03
"16","20060803","93HG_125","100","","0.0023","bd","0.0017","0.0072","0.0026","bd","bd","bd","0.0008","","0.0212",2006-08-03
"17","20060912","93HG_126","1","","0.0073","0.0061","0.0048","0.0091","0.0160","bd","bd","bd","0.0634","","0.1665",2006-09-12
"18","20060912","93HG_126","7","","0.0050","0.0038","0.0026","0.0049","0.0132","bd","bd","bd","0.0593","","0.1506",2006-09-12
"19","20060912","93HG_126","15","","0.0089","0.0093","0.0052","0.0073","0.0235","bd","bd","bd","0.0511","","0.1805",2006-09-12
"20","20060912","93HG_126","25","","0.0124","0.0049","0.0062","0.0137","0.0285","bd","bd","bd","0.0521","","0.2378",2006-09-12
"21","20060912","93HG_126","25","","0.0122","0.0048","0.0063","0.0139","0.0279","bd","bd","0.0013","0.0524","","0.2367",2006-09-12
"22","20060912","93HG_126","35","","0.0507","0.0069","0.0218","0.0423","0.0783","0.0136","bd","0.0066","0.0211","","0.3563",2006-09-12
"23","20060912","93HG_126","55","","0.0518","0.0073","0.0223","0.0524","0.0793","bd","bd","0.0062","0.0088","","0.3552",2006-09-12
"24","20060912","93HG_126","75","","0.0526","0.0063","0.0180","0.0868","0.0436","bd","bd","0.0022","0.0058","","0.2824",2006-09-12
"25","20060912","93HG_126","100","","0.0101","bd","0.0043","0.0151","0.0103","bd","bd","bd","0.0018","","0.0559",2006-09-12
"26","20061010","93HG_127","1","","0.0079","0.0029","0.0045","0.0132","0.0139","bd","bd","bd","0.0422","","0.1387",2006-10-10
"27","20061010","93HG_127","7","","0.0169","0.0040","0.0043","0.0427","0.0165","bd","bd","bd","0.0391","","0.1938",2006-10-10
"28","20061010","93HG_127","15","","0.0173","0.0072","0.0088","0.0277","0.0329","0.0072","bd","0.0009","0.0561","","0.2350",2006-10-10
"29","20061010","93HG_127","25","","0.0322","0.0119","0.0152","0.0542","0.0533","bd","bd","0.0022","0.0281","","0.2962",2006-10-10
"30","20061010","93HG_127","35","","0.1977","0.0489","0.0500","0.4289","0.1236","bd","bd","0.0068","0.0152","","1.0366",2006-10-10
"31","20061010","93HG_127","55","","0.2453","bd","0.0355","0.5327","0.0558","bd","bd","0.0046","0.0095","","1.1777",2006-10-10
"32","20061010","93HG_127","75","","0.0130","bd","0.0060","0.0237","0.0102","bd","bd","bd","0.0019","","0.0745",2006-10-10
"33","20061010","93HG_127","100","","0.0065","bd","0.0030","0.0120","0.0051","bd","bd","bd","0.0008","","0.0336",2006-10-10
"34","20061102","93HG_128","1","","0.0046","0.0029","0.0026","0.0038","0.0117","bd","bd","bd","0.0580","","0.1250",2006-11-02
"35","20061102","93HG_128","7","","0.0057","0.0033","0.0037","0.0046","0.0151","bd","bd","bd","0.0629","","0.1287",2006-11-02
"36","20061102","93HG_128","15","","0.0035","0.0076","0.0017","0.0023","0.0082","bd","bd","bd","0.0487","","0.1379",2006-11-02
"37","20061102","93HG_128","25","","0.0052","0.0036","0.0030","0.0036","0.0122","bd","bd","bd","0.0550","","0.1276",2006-11-02
"38","20061102","93HG_128","35","","0.0226","0.0077","0.0177","0.0081","0.0513","bd","bd","0.0014","0.0592","","0.2786",2006-11-02
"39","20061102","93HG_128","55","","0.0429","0.0047","0.0259","0.0229","0.0863","bd","bd","0.0051","0.0102","","0.3954",2006-11-02
"40","20061102","93HG_128","75","","0.0345","0.0031","0.0255","0.0237","0.0526","bd","bd","0.0033","0.0107","","0.2274",2006-11-02
"41","20061102","93HG_128","100","","0.0062","bd","0.0037","0.0086","0.0087","bd","bd","bd","0.0012","","0.0403",2006-11-02
"42","20061205","93HG_129","1","","0.0069","0.0032","0.0035","0.0089","0.0131","bd","bd","bd","0.0365","","0.1388",2006-12-05
"43","20061205","93HG_129","7","","0.0019","0.0025","0.0018","0.0056","0.0066","bd","bd","bd","0.0195","","0.1109",2006-12-05
"44","20061205","93HG_129","15","","0.0040","0.0031","0.0025","0.0073","0.0105","bd","bd","bd","0.0324","","0.1292",2006-12-05
"45","20061205","93HG_129","25","","0.0115","0.0069","0.0050","0.0108","0.0252","bd","bd","0.0008","0.0338","","0.1984",2006-12-05
"46","20061205","93HG_129","35","","0.0662","0.0097","0.0381","0.2178","0.1009","bd","bd","0.0060","0.0216","","0.8353",2006-12-05
"47","20061205","93HG_129","55","","0.0383","0.0081","0.0233","0.0215","0.0650","0.0022","bd","0.0040","0.0155","","0.3295",2006-12-05
"48","20061205","93HG_129","75","","0.0177","0.0018","0.0139","0.0137","0.0318","bd","bd","0.0015","0.0090","","0.2002",2006-12-05
"49","20061205","93HG_129","100","","0.0322","0.0018","0.0193","0.0156","0.0538","bd","bd","0.0010","0.0074","","0.1822",2006-12-05
"50","20070206","93HG_130","1","","0.2955","0.0332","0.0215","1.9487","0.0557","bd","bd","0.0087","0.0038","","4.0319",2007-02-06
"51","20070206","93HG_130","7","","0.3017","0.0380","0.0213","1.9499","0.0554","bd","bd","0.0085","0.0037","","3.8485",2007-02-06
"52","20070206","93HG_130","15","","0.3153","0.0369","0.0221","1.9327","0.0560","bd","bd","0.0090","0.0034","","3.7688",2007-02-06
"53","20070206","93HG_130","25","","0.1329","0.0257","0.0232","0.6671","0.0534","bd","bd","0.0699","0.0029","","1.6592",2007-02-06
"54","20070206","93HG_130","35","","0.0738","0.0064","0.0168","0.2132","0.0619","bd","bd","0.0097","0.0016","","0.4765",2007-02-06
"55","20070206","93HG_130","55","","0.0163","bd","0.0040","0.0587","0.0183","bd","bd","0.0013","bd","","0.1473",2007-02-06
"56","20070206","93HG_130","75","","0.0159","bd","0.0063","0.0350","bd","bd","bd","bd","bd","","0.1019",2007-02-06
"57","20070206","93HG_130","100","","0.0053","bd","0.0020","0.0190","0.0050","bd","bd","bd","bd","","0.0423",2007-02-06
"58","20070306","93HG_131","1","","0.0887","0.0182","0.0129","0.2281","0.1154","bd","0.0026","0.02","0.0791","","1.0217",2007-03-06
"59","20070306","93HG_131","7","","0.0975","bd","0.0138","0.2432","0.1254","bd","0.0031","0.0244","0.0867","","1.0825",2007-03-06
"60","20070306","93HG_131","7","","0.0947","bd","0.0141","0.2425","0.1253","bd","0.0024","0.0232","0.0857","","1.0875",2007-03-06
"61","20070306","93HG_131","15","","0.0886","bd","0.0129","0.226","0.1143","bd","0.0023","0.0232","0.0715","","0.9801",2007-03-06
"62","20070306","93HG_131","25","","0.047","0.0121","0.0136","0.0534","0.0527","bd","bd","0.0147","0.0106","","0.439",2007-03-06
"63","20070306","93HG_131","35","","0.0367","bd","0.0094","0.0339","0.0454","bd","bd","0.0051","0.0085","","0.3175",2007-03-06
"64","20070306","93HG_131","55","","0.0124","bd","0.0042","0.0147","0.0175","bd","bd","bd","0.0024","","0.0938",2007-03-06
"65","20070306","93HG_131","75","","0.0046","bd","0.0017","0.0072","0.0053","bd","bd","bd","0.0007","","0.0307",2007-03-06
"66","20070306","93HG_131","100","","0.0011","bd","bd","0.0044","0.0015","bd","bd","bd","bd","","0.011",2007-03-06
"67","20070410","93HG_132","1","","0.0534","0.0208","0.0152","0.0362","0.1216","0.0256","0.0014","0.0081","0.0602","","0.5560",2007-04-10
"68","20070410","93HG_132","7","","0.0449","0.0177","0.0110","0.0282","0.1013","0.0221","bd","0.0063","0.0491","","0.5086",2007-04-10
"69","20070410","93HG_132","15","","0.0478","0.0208","0.0120","0.0310","0.1092","bd","0.0009","0.0068","0.0493","","0.5205",2007-04-10
"70","20070410","93HG_132","25","","0.0608","bd","0.0247","0.0305","0.1281","bd","0.0020","0.0078","0.0572","","0.5312",2007-04-10
"71","20070410","93HG_132","35","","0.0530","0.0092","0.0192","0.0479","0.0713","bd","bd","0.0144","0.0171","","0.4662",2007-04-10
"72","20070410","93HG_132","55","","0.0599","bd","0.0193","0.0627","0.0768","bd","bd","0.0156","0.0130","","0.4443",2007-04-10
"73","20070410","93HG_132","75","","0.0060","bd","0.0027","0.0107","0.0081","bd","bd","bd","0.0011","","0.0437",2007-04-10
"74","20070410","93HG_132","100","","0.0009","bd","bd","0.0028","0.0017","bd","bd","bd","bd","","0.0100",2007-04-10
"75","20070508","93HG_133","1","","0.0052","0.0060","0.0024","0.0045","0.0136","bd","bd","0.0018","0.0808","","0.2225",2007-05-08
"76","20070508","93HG_133","7","","0.0071","0.0078","0.0038","0.0066","0.0199","bd","bd","0.0020","0.0976","","0.2438",2007-05-08
"77","20070508","93HG_133","15","","0.0052","0.0096","0.0035","0.0061","0.0191","0.0019","bd","0.0021","0.0931","","0.2459",2007-05-08
"78","20070508","93HG_133","25","","0.0179","bd","0.0052","0.0127","0.0380","0.0140","bd","0.0049","0.0747","","0.4222",2007-05-08
"79","20070508","93HG_133","35","","0.0771","bd","0.0220","0.0451","0.1331","0.0603","0.0020","0.0286","0.0740","","0.8800",2007-05-08
"80","20070508","93HG_133","55","","0.0288","bd","0.0161","0.0196","0.0642","0.0073","bd","0.0034","0.0077","","0.2721",2007-05-08
"81","20070508","93HG_133","75","","0.0165","bd","0.0114","0.0173","0.0267","0.0031","bd","bd","0.0044","","0.1204",2007-05-08
"82","20070508","93HG_133","100","","0.0065","bd","0.0041","0.0072","0.0107","0.0022","bd","bd","0.0016","","0.0624",2007-05-08
"83","20070605","93HG_134","1","","0.0184","0.0082","0.0054","0.0555","0.0205","bd","bd","bd","0.0392","","0.25",2007-06-05
"84","20070605","93HG_134","7","","0.0179","0.0074","0.0048","0.0574","0.019","bd","bd","bd","0.0392","","0.2667",2007-06-05
"85","20070605","93HG_134","15","","0.0154","0.0087","0.004","0.0482","0.017","bd","bd","bd","0.0345","","0.2438",2007-06-05
"86","20070605","93HG_134","25","","0.0119","0.0084","0.006","0.0103","0.0216","bd","bd","0.0012","0.0474","","0.1967",2007-06-05
"87","20070605","93HG_134","35","","0.0109","0.008","0.0047","0.003","0.0226","0.0053","bd","0.0008","0.0237","","0.1972",2007-06-05
"88","20070605","93HG_134","55","","0.0123","bd","0.0078","0.0129","0.0192","0.0013","bd","bd","0.0015","","0.0724",2007-06-05
"89","20070605","93HG_134","75","","0.0138","bd","0.0085","0.0075","0.0176","0.0013","bd","bd","0.0041","","0.1036",2007-06-05
"90","20070605","93HG_134","100","","0.0054","bd","0.0033","0.0047","0.0059","bd","bd","bd","0.0012","","0.0336",2007-06-05
"91","20070703","93HG_135","1","","0.0187","0.0058","0.0075","0.0531","0.0343","bd","bd","0.0012","0.0365","0.0269","0.2346",2007-07-03
"92","20070703","93HG_135","7","","0.0214","0.0063","0.0079","0.0574","0.0357","bd","bd","0.0011","0.0374","0.0246","0.2900",2007-07-03
"93","20070703","93HG_135","15","","0.0224","0.0122","0.0076","0.0728","0.0369","bd","bd","0.0016","0.0295","0.0213","1.6908",2007-07-03
"94","20070703","93HG_135","25","","0.1641","0.4426","0.0209","0.4438","0.0962","bd","bd","0.0190","0.0072","0.1560","0.4009",2007-07-03
"95","20070703","93HG_135","35","","0.0496","0.0180","0.0102","0.1034","0.0329","bd","bd","0.0032","0.0043","0.0572","0.1951",2007-07-03
"96","20070703","93HG_135","55","","0.0393","bd","0.0219","0.0384","0.0425","bd","bd","bd","0.0067","0.1287","0.1917",2007-07-03
"97","20070703","93HG_135","75","","0.0117","0.0056","0.0070","0.0159","0.0105","bd","bd","bd","0.0010","0.0209","0.0612",2007-07-03
"98","20070703","93HG_135","100","","0.0050","bd","0.0035","0.0103","0.0050","bd","bd","bd","0.0007","0.0099","0.0314",2007-07-03
"99","20070807","93HG_136","1","","0.0074","0.0047","0.0046","0.0098","0.0181","bd","bd","bd","0.0626","0.0088","0.1744",2007-08-07
"100","20070807","93HG_136","7","","0.0089","0.0044","0.0048","0.0090","0.0195","bd","bd","bd","0.0625","0.0088","0.1776",2007-08-07
"101","20070807","93HG_136","15","","0.0078","0.0036","0.0049","0.0110","0.0179","bd","bd","bd","0.0647","0.0076","0.1789",2007-08-07
"102","20070807","93HG_136","25","","0.0111","0.0064","0.0067","0.0086","0.0274","bd","bd","bd","0.0732","0.0166","0.1916",2007-08-07
"103","20070807","93HG_136","45","","0.0763","0.0127","0.0271","0.0280","0.1622","bd","bd","0.0100","0.0538","0.1965","0.6191",2007-08-07
"104","20070807","93HG_136","35","","0.0182","0.0062","0.0053","0.0064","0.0428","0.0017","bd","0.0026","0.0721","0.0364","0.2643",2007-08-07
"105","20070807","93HG_136","55","","0.0413","0.0154","0.0230","0.0246","0.1023","bd","bd","0.0139","0.0373","0.2254","0.5761",2007-08-07
"106","20070807","93HG_136","75","","0.0034","bd","0.0037","0.0067","0.0063","bd","bd","bd","0.0009","0.0115","0.0362",2007-08-07
"107","20070807","93HG_136","100","","0.0707","0.0108","0.0495","0.0360","0.1210","bd","bd","0.0113","0.0233","0.2669","0.4951",2007-08-07
"108","20070904","93HG_137","1","","0.0056","0.0031","0.0048","0.0064","0.0160","bd","bd","bd","0.0864","0.0119","0.1389",2007-09-04
"109","20070904","93HG_137","1","","0.0053","0.0029","0.0042","0.0062","0.0154","bd","bd","bd","0.0857","0.0119","0.1429",2007-09-04
"110","20070904","93HG_137","7","","0.0025","0.0077","0.0022","0.0035","0.0089","bd","bd","bd","0.0794","0.0107","0.1425",2007-09-04
"111","20070904","93HG_137","15","","0.0040","0.0041","0.0034","0.0051","0.0123","bd","bd","bd","0.0845","0.0106","0.1653",2007-09-04
"112","20070904","93HG_137","25","","0.0107","0.0070","0.0080","0.0105","0.0309","0.0015","bd","0.0008","0.0938","0.0232","0.2743",2007-09-04
"113","20070904","93HG_137","40","","0.0671","0.0426","0.0503","0.0701","0.2714","bd","bd","0.0423","0.0309","0.2221","1.0231",2007-09-04
"114","20070904","93HG_137","35","","0.0319","0.0102","0.0268","0.0226","0.0528","bd","bd","0.0013","0.0249","0.1187","0.3666",2007-09-04
"115","20070904","93HG_137","55","","0.0413","0.0082","0.0203","0.0705","0.0474","bd","bd","0.0044","0.0124","0.0963","0.3001",2007-09-04
"116","20070904","93HG_137","75","","0.0255","bd","0.0254","0.0333","0.0451","bd","bd","0.0012","0.0097","0.1189","0.2149",2007-09-04
"117","20070904","93HG_137","100","","0.0062","bd","0.0058","0.0089","0.0085","bd","bd","bd","0.0013","0.0170","0.0375",2007-09-04
"118","20071019","93HG_138","1","0.007","0.004","0.005","0.002","0.005","0.010","bd","bd","bd","0.076","0.010","0.133",2007-10-19
"119","20071019","93HG_138","1","0.007","0.004","0.005","0.002","0.005","0.010","bd","bd","bd","0.073","0.009","0.127",2007-10-19
"120","20071019","93HG_138","7","0.007","0.004","0.006","0.002","0.003","0.009","bd","bd","bd","0.074","0.010","0.127",2007-10-19
"121","20071019","93HG_138","15","0.009","0.004","0.009","0.003","0.003","0.011","bd","bd","bd","0.102","0.015","0.167",2007-10-19
"122","20071019","93HG_138","25","0.013","0.011","0.005","0.007","0.006","0.026","bd","bd","bd","0.065","0.031","0.191",2007-10-19
"123","20071019","93HG_138","45","0.060","0.078","0.015","0.038","0.031","0.142","bd","bd","0.014","0.035","0.177","0.592",2007-10-19
"124","20071019","93HG_138","35","0.052","0.069","0.011","0.024","0.022","0.132","bd","bd","0.014","0.032","0.187","0.674",2007-10-19
"125","20071019","93HG_138","55","0.062","0.084","0.012","0.048","0.039","0.140","bd","bd","0.012","0.037","0.193","0.566",2007-10-19
"126","20071019","93HG_138","75","0.074","0.124","0.009","0.055","0.207","0.079","bd","bd","0.003","0.020","0.202","0.664",2007-10-19
"127","20071019","93HG_138","100","0.008","0.010","bd","0.006","0.012","0.010","bd","bd","bd","0.002","0.029","0.058",2007-10-19
"128","20071211","93HG_140","1","0.008","0.005","0.004","0.003","0.005","0.010","bd","bd","bd","0.065","0.010","0.131",2007-12-11
"129","20071211","93HG_140","7","0.008","0.005","0.004","0.003","0.004","0.012","bd","bd","bd","0.069","0.012","0.138",2007-12-11
"130","20071211","93HG_140","15","0.008","0.003","0.006","0.003","0.003","0.011","bd","bd","bd","0.064","0.012","0.147",2007-12-11
"131","20071211","93HG_140","25","0.014","0.012","0.008","0.008","0.005","0.025","bd","bd","0.002","0.061","0.028","0.260",2007-12-11
"132","20071211","93HG_140","35","0.040","0.048","0.014","0.032","0.019","0.096","bd","bd","0.004","0.041","0.059","0.430",2007-12-11
"133","20071211","93HG_140","55","0.081","0.110","0.016","0.060","0.069","0.192","bd","0.002","0.013","0.045","0.187","0.830",2007-12-11
"134","20071211","93HG_140","75","0.018","0.030","bd","0.013","0.026","0.038","bd","bd","bd","0.006","0.084","0.166",2007-12-11
"135","20071211","93HG_140","100","0.003","0.004","bd","0.002","0.010","0.004","bd","bd","bd","0.001","0.006","0.029",2007-12-11
"136","20080110","93HG_141","1","0.012","0.009","0.002","0.004","0.015","0.020","bd","bd","0.001","0.064","0.008","0.204",2008-01-10
"137","20080110","93HG_141","7","0.012","0.010","0.002","0.005","0.018","0.022","bd","bd","0.001","0.064","0.009","0.218",2008-01-10
"138","20080110","93HG_141","15","0.020","0.018","0.006","0.008","0.024","0.037","bd","0.001","0.004","0.056","0.017","0.307",2008-01-10
"139","20080110","93HG_141","25","0.056","0.057","0.008","0.010","0.129","0.055","bd","bd","0.014","0.009","0.043","0.476",2008-01-10
"140","20080110","93HG_141","20","0.078","0.079","0.015","0.023","0.115","0.115","bd","0.001","0.026","0.019","0.039","0.609",2008-01-10
"141","20080110","93HG_141","35","0.068","0.085","0.007","0.006","0.213","0.019","bd","bd","0.005","0.004","0.026","0.607",2008-01-10
"142","20080110","93HG_141","55","0.018","0.019","0.002","0.004","0.059","0.011","bd","bd","0.001","0.002","0.017","0.162",2008-01-10
"143","20080110","93HG_141","75","0.007","0.008","bd","0.004","0.017","0.011","bd","bd","bd","0.002","0.018","0.060",2008-01-10
"144","20080110","93HG_141","100","0.003","0.003","0.005","0.001","0.006","0.004","bd","bd","bd","0.001","0.005","0.023",2008-01-10
"145","20080212","93HG_142","1","0.100","0.092","0.021","0.027","0.094","0.177","bd","0.003","0.037","0.112","0.126","1.064",2008-02-12
"146","20080212","93HG_142","7","0.101","0.093","0.022","0.030","0.096","0.183","bd","0.003","0.037","0.113","0.127","1.070",2008-02-12
"147","20080212","93HG_142","15","0.100","0.093","0.020","0.030","0.098","0.183","bd","0.003","0.038","0.113","0.126","1.073",2008-02-12
"148","20080212","93HG_142","25","0.091","0.081","0.029","0.030","0.075","0.168","bd","0.003","0.031","0.089","0.128","0.954",2008-02-12
"149","20080212","93HG_142","20","0.091","0.086","0.034","0.036","0.067","0.174","bd","0.003","0.029","0.076","0.148","0.958",2008-02-12
"150","20080212","93HG_142","35","0.047","0.053","0.028","0.032","0.051","0.076","bd","bd","0.010","0.016","0.103","0.404",2008-02-12
"151","20080212","93HG_142","55","0.010","0.020","0.002","0.009","0.026","0.019","bd","bd","0.001","0.002","0.027","0.089",2008-02-12
"152","20080212","93HG_142","55","0.009","0.018","0.002","0.009","0.025","0.019","bd","bd","0.001","0.002","0.026","0.088",2008-02-12
"153","20080212","93HG_142","75","0.009","0.020","bd","0.009","0.020","0.022","bd","bd","bd","0.002","0.036","0.080",2008-02-12
"154","20080212","93HG_142","100","0.002","0.004","bd","0.001","0.009","0.003","bd","bd","bd","0.001","0.004","0.023",2008-02-12
"155","20080311","93HG_143","1","0.184","0.100","0.030","0.016","0.359","0.085","bd","0.002","0.008","0.011","0.089","1.186",2008-03-11
"156","20080311","93HG_143","7","0.192","0.104","0.030","0.016","0.432","0.088","bd","0.003","0.008","0.012","0.089","1.298",2008-03-11
