"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"163",2010-09-15,3261,"93HG_172",1,-64.67,10.5,15,257,9,2010,25,25.16,NA,0,192.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.2,0,0,0,0.03,0,0.05,0,NA,9,NA,0,0.002399,0,NA,0,NA,0,36.583,0,NA,9,NA,0,26.668,0,24.026,0,NA,0,16.52,0,NA,0,18.11,0,NA,0,NA,0,17.67,0,NA,9,NA,9,NA,9,NA,9,1.31,0,0.16,0,0.15,0,172,215081,"93HG_172",9,257,18,10.5,-64.67,23.255,23.256,28.632,36.423,28.636,0.103,0.467,0.139,TRUE,-7.16
"164",2010-10-04,3280,"93HG_173",1,-64.67,10.5,4,276,10,2010,25,24.85,NA,0,189.6,0,NA,9,9.96920996838687e+36,9,NA,9,1.06,8,0.06,0,NA,0,0.12,0,1.95,0,NA,0,NA,9,NA,9,NA,9,36.409,0,NA,9,NA,0,29.452,0,22.975,0,NA,0,NA,0,125.71,0,NA,0,NA,0,122.68,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.97,0,0.18,0,0.13,0,173,216409,"93HG_173",10,276,23,10.5,-64.67,22.889,22.891,29.543,36.345,29.548,0.102,0.466,0.158,TRUE,-1.85
"165",2010-11-09,3300,"93HG_174",1,-64.67,10.5,9,312,11,2010,35,34.3,NA,0,156.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.3,0,0.02,0,0.02,0,0.06,0,NA,0,NA,0,0.002399,0,NA,0,NA,0,36.322,0,NA,9,NA,0,28.254,0,23.285,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,75.05,0,NA,9,0.44,0,0.24,0,0.2,0,174,217732,"93HG_174",11,312,25,10.5,-64.67,22.836,22.838,29.276,36.154,29.282,0.113,0.477,0.07,TRUE,-9.3
"166",2010-12-08,3318,"93HG_175",3,-64.67,10.5,8,341,12,2010,25,24.56,NA,0,188,0,NA,9,9.96920996838687e+36,9,NA,9,0.49,8,0.06,0,0.06,0,0.08,0,NA,0,NA,0,0.002374,0,NA,0,NA,0,36.294,4,NA,9,NA,0,27.039,0,23.723,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.87,0,0.87,0,175,219052,"93HG_175",12,341,21,10.5,-64.67,23.474,23.476,27.51,36.225,27.515,0.1,0.464,0.702,TRUE,-3.56
"167",2011-01-11,3336,"93HG_176",1,-64.67,10.5,11,10,1,2011,15,13.61,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.38,0,0.06,0,0,0,0.03,0,1.02,0,NA,0,0.002412,0,NA,0,NA,0,36.758,0,NA,9,NA,0,25.241,0,24.568,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,0.89,0,0.69,0,176,220366,"93HG_176",1,10,13,10.5,-64.67,24.593,24.594,25.154,36.719,25.157,0.327,0.691,0.828,TRUE,-0.609999999999999
"168",2011-02-08,3357,"93HG_177",1,-64.67,10.5,8,38,2,2011,35,33.84,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.22,0,0.03,0,0.31,0,0.05,0,1.72,8,NA,0,0.002418,0,NA,0,NA,0,36.791,0,NA,9,NA,0,23.375,0,25.214,0,146.24,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,117.21,8,NA,9,0.02,0,0.24,0,0.23,0,177,221708,"93HG_177",2,38,33,10.5,-64.67,25.209,25.211,23.375,36.827,23.382,0.138,0.502,0.265,TRUE,-0.840000000000003
"169",2011-03-15,3376,"93HG_178",1,-64.67,10.5,15,73,3,2011,35,33.08,NA,0,143,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.51,0,NA,0,0.23,0,1.97,0,NA,0,0.002413,0,NA,0,NA,0,36.855,0,NA,9,NA,0,22.763,0,25.415,0,NA,0,NA,0,NA,0,12.81,0,NA,0,NA,0,12.5,0,NA,9,NA,9,63.06,0,NA,9,0.73,0,0.56,0,0.3,0,178,223019,"93HG_178",3,73,24,10.5,-64.67,24.923,24.924,24.311,36.817,24.316,0.134,0.498,0.63,TRUE,-9.08
"170",2011-04-12,3394,"93HG_179",1,-64.67,10.5,12,101,4,2011,25,25.16,NA,0,134.3,0,NA,9,9.96920996838687e+36,9,NA,9,1.57,8,0.24,0,1.56,0,0.21,0,1.33,0,NA,4,0.00241,0,NA,0,NA,0,36.815,0,NA,9,NA,0,21.804,0,25.652,0,NA,0,11.73,0,170.5,0,NA,0,NA,0,166.39,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.24,0,0.21,0,0.2,0,179,224331,"93HG_179",4,101,15,10.5,-64.67,25.261,25.262,23.23,36.839,23.233,0.1,0.464,0.244,TRUE,-10.16
"171",2011-05-10,3412,"93HG_180",2,-64.67,10.5,10,129,5,2011,15,15.97,NA,0,194.5,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.01,0,0.02,0,0.02,0,1.69,0,NA,0,0.002428,0,NA,0,NA,0,36.883,0,NA,9,NA,0,25.087,0,24.705,0,NA,0,NA,0,121.32,0,19.15,0,NA,0,118.39,0,18.69,0,NA,9,NA,9,NA,9,NA,9,1.255,0,0.18,0,0.18,0,180,225653,"93HG_180",5,129,15,10.5,-64.67,24.532,24.533,25.578,36.813,25.582,0.089,0.453,0.109,TRUE,-0.970000000000001
"172",2011-06-09,3431,"93HG_181",1,-64.67,10.5,9,159,6,2011,15,14.89,NA,0,199.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.25,0,0,0,0,0,0.01,0,1.19,0,NA,0,0.002428,4,NA,0,NA,0,36.346,0,NA,9,NA,0,27.782,0,23.489,0,NA,0,NA,0,116.89,0,16.45,0,NA,0,114.07,0,16.05,0,NA,9,NA,9,NA,9,NA,9,0.51,0,0.16,0,0.11,0,181,226975,"93HG_181",6,159,12,10.5,-64.67,23.404,23.404,27.926,36.31,27.929,0.065,0.429,0.057,TRUE,-2.89
"173",2011-07-07,3450,"93HG_182",1,-64.67,10.5,7,187,7,2011,15,14.48,NA,0,184.2,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0,0,0,0,0.05,0,1.93,0,NA,0,0.00242,0,NA,0,NA,0,36.805,0,NA,9,NA,0,24.716,0,24.781,0,NA,0,NA,0,106.6,0,16.32,0,NA,0,104.03,0,15.92,0,NA,9,NA,9,NA,9,NA,9,1.62,0,0.17,0,0.17,0,182,228299,"93HG_182",7,187,13,10.5,-64.67,24.699,24.7,24.939,36.772,24.942,0.085,0.449,0.135,TRUE,-1.48
"174",2011-08-09,3469,"93HG_183",1,-64.67,10.5,9,220,8,2011,15,15.41,NA,0,192,0,NA,9,9.96920996838687e+36,9,NA,9,0.29,0,0.01,0,0.01,0,0.03,0,0.83,0,NA,0,0.002423,0,NA,0,NA,0,36.801,0,NA,9,NA,0,25.338,0,24.6,0,NA,0,NA,0,110.51,0,16.33,0,NA,0,107.85,0,15.94,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.17,0,0.1,0,183,229622,"93HG_183",8,220,12,10.5,-64.67,24.25,24.25,26.135,36.668,26.137,0.065,0.429,0.089,TRUE,-3.41
"175",2011-09-06,3488,"93HG_184",1,-64.67,10.5,6,248,9,2011,15,15.05,NA,0,194.5,0,NA,9,9.96920996838687e+36,9,NA,9,0.32,0,0.04,0,0.04,0,0.02,0,NA,0,NA,0,0.002393,0,NA,0,NA,0,36.335,0,NA,9,NA,0,27.013,0,23.731,0,NA,0,11.16,0,NA,0,15.09,0,NA,0,NA,0,14.72,0,NA,9,NA,9,NA,9,NA,9,1.13,0,0.12,0,0.1,0,184,230955,"93HG_184",9,248,11,10.5,-64.67,23.412,23.413,27.66,36.206,27.663,0.054,0.418,0.033,TRUE,-4.05
"176",2011-10-04,3507,"93HG_185",1,-64.67,10.5,4,276,10,2011,15,15.65,NA,0,188.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0,0,0,0,0,0,1.1,0,NA,0,0.002393,0,NA,0,NA,0,36.517,0,NA,9,NA,0,26.341,0,24.09,0,NA,0,19.28,0,115.79,0,16.17,0,NA,0,113,0,15.78,0,NA,9,NA,9,NA,9,NA,9,1.6,0,0.16,0,0.13,0,185,232196,"93HG_185",10,276,14,10.5,-64.67,23.832,23.833,26.956,36.461,26.96,0.1,0.464,0.1,TRUE,-1.65
"177",2011-11-18,3527,"93HG_186",3,-64.67,10.5,18,321,11,2011,25,24.92,NA,0,196.2,0,NA,9,9.96920996838687e+36,9,NA,9,0.07,0,0.01,0,0.01,0,0.02,0,1.26,0,NA,0,0.002401,0,NA,4,NA,8,36.515,0,NA,9,NA,0,26.757,0,23.942,0,NA,0,18.47,0,NA,4,14.5,0,NA,0,NA,4,14.15,4,NA,9,NA,9,NA,9,NA,9,0.64,0,0.11,0,0.1,0,186,233524,"93HG_186",11,321,19,10.5,-64.67,23.54,23.541,27.736,36.409,27.741,0.089,0.453,0.109,TRUE,-5.92
"178",2012-01-10,3545,"93HG_187",1,-64.67,10.5,10,9,1,2012,15,15.35,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.24,0,0,0,0,0,0.05,0,1.73,0,NA,0,0.00243,0,NA,0,NA,0,36.775,0,NA,9,NA,0,24.166,0,24.942,0,19.08,0,NA,0,NA,4,NA,4,NA,4,NA,4,NA,4,NA,9,NA,9,NA,9,NA,9,NA,0,3.15,0,1.98,0,187,234841,"93HG_187",1,9,14,10.5,-64.67,24.881,24.882,24.335,36.77,24.338,0.506,0.87,3.508,TRUE,-1.35
"179",2012-03-16,3585,"93HG_189",1,-64.67,10.5,16,75,3,2012,35,34.3,NA,0,113.8,0,NA,9,9.96920996838687e+36,9,NA,9,0.3,0,0.32,0,10.96,8,0.63,0,NA,0,NA,0,0.002399,0,NA,0,NA,4,36.675,0,NA,9,NA,0,20.253,0,25.991,0,NA,0,NA,0,NA,0,16.39,0,NA,0,NA,0,15.99,0,NA,9,NA,9,52.92,0,NA,9,0.11,0,0.4,0,0.55,0,189,237366,"93HG_189",3,75,28,10.5,-64.67,25.831,25.832,20.91,36.725,20.915,0.453,0.817,1.54,TRUE,-6.3
"180",2012-04-10,3602,"93HG_190",1,-64.67,10.5,10,100,4,2012,15,15.01,NA,0,175.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.42,0,0.12,0,1.32,0,0.09,0,0.91,0,NA,4,0.002416,0,NA,0,NA,0,36.806,0,NA,9,NA,0,22.39,0,25.487,0,124.22,0,NA,0,175.6,0,NA,0,NA,0,171.37,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.45,0,0.45,0,190,238614,"93HG_190",4,100,11,10.5,-64.67,25.363,25.364,22.713,36.776,22.715,0.176,0.54,0.242,TRUE,-4.01
"181",2012-05-15,3623,"93HG_191",2,-64.67,10.5,15,135,5,2012,35,35.75,NA,0,197,0,NA,9,9.96920996838687e+36,9,NA,9,0.26,0,0,0,0,0,0.04,0,1.68,0,NA,0,0.002433,0,NA,0,NA,0,36.604,0,NA,9,NA,0,25.717,0,24.431,0,NA,9,NA,9,141.63,0,16.94,0,NA,0,138.22,0,16.53,0,NA,9,NA,9,75.92,0,NA,9,0.86,0,0.25,0,0.28,0,191,239959,"93HG_191",5,135,33,10.5,-64.67,24.112,24.115,26.298,36.557,26.305,0.089,0.453,0.184,TRUE,-2.75
"182",2012-07-26,3640,"93HG_193",1,-64.67,10.5,26,207,7,2012,15,15.18,NA,0,186.8,0,NA,9,9.96920996838687e+36,9,NA,9,0.2,0,0,0,0,0,0.02,0,1.34,0,NA,0,0.002385,0,NA,0,NA,0,36.696,0,NA,9,NA,0,24.634,0,24.778,0,NA,9,NA,9,170.81,0,NA,0,NA,0,166.7,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.37,0,0.29,0,192,241261,"93HG_193",7,207,11,10.5,-64.67,24.554,24.555,25.298,36.727,25.301,0.18,0.544,0.29,TRUE,-4.18
"183",2012-08-14,3659,"93HG_194",1,-64.67,10.5,14,226,8,2012,15,15.5,NA,0,194.7,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0,0,0.03,0,1.49,0,NA,0,0.002404,0,NA,0,NA,0,36.512,0,NA,9,NA,0,26.111,0,24.161,0,NA,9,NA,9,113.65,0,12.64,0,10.49,0,110.91,0,12.33,0,NA,9,NA,9,NA,9,NA,9,1.95,0,0.17,0,0.14,0,193,242551,"93HG_194",8,226,14,10.5,-64.67,23.723,23.724,27.352,36.486,27.356,0.099,0.463,0.083,TRUE,-1.5
"184",2012-09-10,3678,"93HG_195",1,-64.67,10.5,10,253,9,2012,15,15.06,NA,0,189.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.26,0,0,0,0,0,0.11,0,NA,0,NA,0,0.0024,0,NA,0,NA,0,36.551,0,NA,9,NA,0,25.634,0,24.331,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.96,0,0.16,0,0.11,0,194,243874,"93HG_195",9,253,14,10.5,-64.67,24.217,24.218,25.923,36.538,25.926,0.129,0.493,0.128,TRUE,-1.06
"185",2012-10-10,3697,"93HG_196",1,-64.67,10.5,10,283,10,2012,15,15.61,NA,0,198.2,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0,0,0,0,0.04,0,NA,0,NA,0,0.002384,0,NA,0,NA,0,36.413,0,NA,9,NA,0,26.635,0,23.902,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.316,0,0.12,0,0.11,0,195,245195,"93HG_196",10,283,12,10.5,-64.67,23.732,23.733,27.064,36.374,27.066,0.134,0.498,0.055,TRUE,-3.61
"186",2012-11-08,3717,"93HG_197",1,-64.67,10.5,8,312,11,2012,25,24.72,NA,0,184.2,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0,0,0.03,0,1.86,0,NA,0,0.002378,0,NA,0,NA,0,36.28,4,NA,9,NA,0,27.36,0,23.558,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,NA,9,NA,9,NA,9,NA,9,0.387,0,0.1,0,0.11,0,196,246522,"93HG_197",11,312,16,10.5,-74.67,23.213,23.214,28.284,36.214,28.287,0.043,0.407,0.05,TRUE,-8.72
"187",2012-12-04,3736,"93HG_198",1,-64.67,10.5,4,338,12,2012,25,25.04,NA,0,160,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0,0,0.04,0,NA,0,NA,0,0.002397,0,NA,0,NA,0,36.552,0,NA,9,NA,0,25.836,0,24.256,0,NA,9,NA,9,122.23,0,13.28,0,10.74,0,119.28,0,12.96,0,NA,9,NA,9,NA,9,NA,9,0.34,0,0.16,0,0.186,0,197,247850,"93HG_198",12,338,21,10.5,-64.67,24.13,24.132,26.192,36.535,26.197,0.049,0.413,0.028,TRUE,-4.04
