"","PAR","month","yday"
"684",49.2699992291164,"11",318
"685",49.3859992346261,"11",318
"686",49.3779992342461,"11",318
"687",49.3359992322512,"11",318
"688",49.3439992326312,"11",318
"689",49.5099992405158,"11",318
"690",49.4419992372859,"11",318
"691",49.3879992347211,"11",318
"692",49.429999236716,"11",318
"693",49.5259992412757,"11",318
"694",49.4619992382359,"11",318
"695",49.431999236811,"11",318
"696",49.3879992347211,"11",318
"697",49.4779992389958,"11",318
"698",49.1679992242716,"11",318
"699",49.2779992294963,"11",318
"700",48.7059992023278,"11",318
"701",45.4379990471061,"12",348
"702",45.2339990374167,"12",348
"703",44.8719990202226,"12",348
"704",44.7959990166128,"12",348
"705",45.2419990377966,"12",348
"706",45.1519990335219,"12",348
"707",44.7919990164228,"12",348
"708",45.0039990264922,"12",348
"709",44.7319990135729,"12",348
"710",44.9519990240224,"12",348
"711",44.7459990142379,"12",348
"712",43.915998974815,"12",348
"713",44.2799989921041,"12",348
"714",44.687999011483,"12",348
"715",43.9519989765249,"12",348
"716",42.739998918958,"12",348
"717",45.1699990343768,"12",348
"718",44.0579989815596,"12",348
"719",42.7219989181031,"12",348
"720",43.0699989346322,"12",348
"721",45.9199990699999,"01",14
"722",45.3219990415964,"01",14
"723",45.1579990338068,"01",14
"724",45.4119990458712,"01",14
"725",44.8779990205076,"01",14
"726",45.1459990332369,"01",14
"727",45.2819990396965,"01",14
"728",45.3699990438763,"01",14
"729",45.3499990429264,"01",14
"730",45.3419990425464,"01",14
"731",45.3419990425464,"01",14
"732",45.0379990281072,"01",14
"733",45.3779990442563,"01",14
"734",45.4639990483411,"01",14
"735",45.0139990269672,"01",14
"736",44.7559990147129,"01",14
"737",44.701999012148,"01",14
"738",44.701999012148,"01",14
"739",44.6259990085382,"01",14
"740",43.6159989605658,"01",14
"741",52.151999366004,"02",45
"742",51.9119993546046,"02",45
"743",51.6679993430153,"02",45
"744",51.4839993342757,"02",45
"745",52.0239993599243,"02",45
"746",51.9599993568845,"02",45
"747",51.5519993375055,"02",45
"748",51.6999993445352,"02",45
"749",51.5639993380755,"02",45
"750",51.6899993440602,"02",45
"751",51.5879993392155,"02",45
"752",51.8719993527047,"02",45
"753",52.0979993634392,"02",45
"754",52.1159993642941,"02",45
"755",51.8359993509948,"02",45
"756",51.5319993365556,"02",45
"757",52.0799993625842,"02",45
"758",52.0399993606843,"02",45
"759",51.9359993557446,"02",45
"760",51.6219993408304,"02",45
"761",56.085999552859,"03",73
"762",55.9779995477293,"03",73
"763",55.9519995464943,"03",73
"764",55.9999995487742,"03",73
"765",56.0519995512441,"03",73
"766",55.9479995463043,"03",73
"767",55.9919995483942,"03",73
"768",56.0059995490592,"03",73
"769",55.9999995487742,"03",73
"770",55.8559995419346,"03",73
"771",55.8699995425995,"03",73
"772",55.8279995406047,"03",73
"773",55.70599953481,"03",73
"774",55.7559995371848,"03",73
"775",55.70599953481,"03",73
"776",55.5259995262604,"03",73
"777",54.9659994996618,"03",73
"778",55.4319995217957,"03",73
"779",55.3939995199908,"03",73
