unlimited,Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
35,2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1.0,750.0,744.0,0.0,b'0',0.0,b'0',0.4,b'0',3.38,b'0',82.56,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.58674,b'0',0.00245595,b'0',2455.95,b'0',2354.5,b'0',1056.27,b'0',7.59024,b'0',2353.12,b'0',1046.66,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',23.26,b'0',5.35,b'0',5.07227,b'0',22.6993,b'0',5.22104,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.6776,3.2585,0.2715,,1995-12-13 22:11:00,1995-12-13 23:00:00,,,1995-12-14 02:11:00,1995-12-14 03:00:00,,
36,2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1.0,1000.0,992.0,0.0,b'0',0.0,b'0',0.32,b'0',3.51,b'0',87.72,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.5897,b'0',,b'0',,b'0',,b'0',,b'0',7.593389999999999,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',27.305,b'0',5.135,b'0',6.20367,b'0',26.6468,b'0',5.01122,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.5454,2.6225,0.2185,,1995-12-13 22:11:00,1995-12-13 23:00:00,,,1995-12-14 02:11:00,1995-12-14 03:00:00,,
37,2,93HG_002,CAR-002,1,13,12,1995,10.5,-64.667,1.0,1200.0,1202.0,0.0,b'0',0.0,b'0',0.36,b'0',3.62,b'0',86.86,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.57472,b'0',0.00246697,b'0',2466.97,b'0',2369.7,b'0',1094.88,b'0',7.57817,b'0',2368.34,b'0',1085.04,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',27.89,b'0',5.135,b'0',6.3365800000000005,b'0',27.2177,b'0',5.01122,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.0983,0.4727,0.0394,,1995-12-13 22:11:00,1995-12-13 23:00:00,,,1995-12-14 02:11:00,1995-12-14 03:00:00,,
38,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,1.0,1.5,4.6649,b'0',203.267,b'0',4.57,b'0',0.09,b'0',1.08,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.0603,b'0',0.00242798,b'0',2427.98,b'0',2091.8,b'0',386.7,b'0',8.06601,b'0',2088.11,b'0',380.397,b'0',36.922,b'0',,b'0',24.48,b'0',24.955,b'0',,b'0',,b'0',395.02,b'0',46.63,b'0',9.88327,b'0',385.49800000000005,b'0',45.506,b'0',,b'0',,b'0',109.3,b'0',,b'0',16.2534,b'0',1.4,b'0',0.69,b'0',,,,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
39,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,7.0,9.0,4.68204,b'0',203.986,b'0',1.95,b'0',0.105,b'0',2.75,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.061,b'0',0.002426,b'0',2426.0,b'0',2089.5,b'0',378.5,b'0',8.0667,b'0',2085.82,b'0',372.384,b'0',36.9195,b'0',,b'0',24.02,b'0',25.09,b'0',,b'0',,b'0',112.3,b'0',14.5125,b'0',9.02785,b'0',109.59299999999999,b'0',14.1627,b'0',,b'0',,b'0',106.0,b'0',,b'0',11.795,b'0',1.37,b'0',0.66,b'0',7.6193,24.859,2.0716,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
40,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,15.0,16.0,4.28793,b'0',186.805,b'0',2.29,b'0',0.1,b'0',3.0,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.0385,b'0',0.00243027,b'0',2430.27,b'0',2107.7,b'0',401.5,b'0',8.04417,b'0',2103.87,b'0',395.039,b'0',36.952,b'1',,b'0',23.84,b'0',25.15,b'0',,b'0',,b'0',311.98,b'0',51.87,b'0',7.01709,b'0',304.46,b'0',50.6197,b'0',,b'0',,b'0',78.3,b'0',,b'0',3.9911300000000005,b'0',1.33467,b'0',0.64,b'0',,,,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
41,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,25.0,26.5,3.93952,b'0',171.62099999999998,b'0',2.46,b'0',0.15,b'0',3.42,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.0189,b'0',0.00243002,b'0',2430.02,b'0',2119.6,b'0',422.7,b'0',8.02397,b'0',2116.44,b'0',416.639,b'0',36.925,b'0',,b'0',23.74,b'0',25.18,b'0',,b'0',,b'0',68.08,b'0',14.64,b'0',5.42532,b'0',66.439,b'0',14.2871,b'0',,b'0',,b'0',74.4,b'0',,b'0',0.8304969999999999,b'0',1.7432400000000001,b'0',0.81,b'0',7.7482,25.2797,2.1066,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
42,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,35.0,36.0,2.9571099999999997,b'0',128.815,b'0',3.26,b'0',0.23,b'0',5.42,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.977,b'0',0.00240911,b'0',2409.11,b'0',2125.7,b'0',465.3,b'0',7.9817,b'0',2122.98,b'0',459.226,b'0',36.893,b'0',,b'0',23.42,b'0',25.25,b'0',,b'0',,b'0',73.9,b'0',15.78,b'0',5.46367,b'0',72.1187,b'0',15.3996,b'0',,b'0',,b'0',75.1,b'0',,b'0',0.0682346,b'0',0.502857,b'0',0.46,b'0',3.3099,10.7991,0.8999,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
43,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,55.0,55.0,3.1513,b'0',137.234,b'0',9.77,b'0',0.315,b'0',5.42,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.9707,b'0',0.00241791,b'0',2417.91,b'0',2137.4,b'0',455.9,b'0',7.97607,b'0',2134.31,b'0',449.163,b'0',36.887,b'0',,b'0',22.38,b'0',25.55,b'0',,b'0',,b'0',31.37,b'0',7.51,b'0',4.87328,b'0',30.6138,b'0',7.32897,b'0',,b'0',,b'0',100.4,b'0',,b'0',0.0166338,b'0',0.0977429,b'0',0.16,b'0',1.1284,3.6815,0.3068,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
44,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,75.0,72.5,3.0028,b'0',130.743,b'0',11.46,b'0',0.445,b'0',5.75,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.9543,b'0',0.0024059999999999997,b'0',2406.0,b'0',2136.0,b'0',460.4,b'0',7.9596800000000005,b'0',2132.92,b'0',453.57099999999997,b'0',36.856,b'0',,b'0',21.61,b'0',25.74,b'0',,b'0',,b'0',21.525,b'0',5.49,b'0',4.57423,b'0',21.0061,b'0',5.35767,b'0',,b'0',,b'0',70.1,b'0',,b'0',0.10821199999999999,b'0',0.0517524,b'0',0.06,b'0',1.1606,3.7867,0.3156,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
45,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,1.0,100.0,95.5,2.9342599999999996,b'0',127.74600000000001,b'0',12.7,b'0',0.515,b'0',6.33,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.9388,b'0',0.0024059999999999997,b'0',2406.0,b'0',2144.8,b'0',472.3,b'0',7.943560000000001,b'0',2142.17,b'0',466.07099999999997,b'0',36.828,b'0',,b'0',21.17,b'0',25.84,b'0',,b'0',,b'0',21.55,b'0',4.885,b'0',5.14671,b'0',21.0305,b'0',4.76725,b'0',,b'0',,b'0',69.4,b'0',,b'0',0.020897799999999998,b'0',0.0428476,b'0',0.06,b'0',0.8221,2.6822,0.2235,3.0,1996-01-12 13:40:00,1996-01-12 14:08:00,1996-01-12 04:35:00,1996-01-12 04:49:00,1996-01-12 17:40:00,1996-01-12 18:08:00,1996-01-12 08:35:00,1996-01-12 08:49:00
46,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,130.0,120.0,2.7457700000000003,b'0',119.527,b'0',15.47,b'0',0.655,b'0',7.17,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.917110000000001,b'0',0.002412,b'0',2412.0,b'0',2162.7,b'0',489.7,b'0',7.921889999999999,b'0',2160.12,b'0',483.30699999999996,b'0',36.745,b'0',36.729,b'0',20.51,b'0',25.95,b'0',,b'0',,b'0',16.605,b'0',3.54,b'0',5.47246,b'0',16.2047,b'0',3.4546699999999997,b'0',,b'0',,b'0',62.0,b'0',,b'0',,b'0',,b'0',,b'0',1.0209,3.5137,0.2928,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
47,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,160.0,144.0,2.39165,b'0',104.09700000000001,b'0',18.42,b'0',0.795,b'0',9.83,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.8878699999999995,b'0',0.002432,b'0',2432.0,b'0',2197.4,b'0',516.6,b'0',7.892919999999999,b'0',2194.7,b'0',509.583,b'0',36.663000000000004,b'0',36.622,b'0',19.63,b'0',26.1,b'0',,b'0',,b'0',17.145,b'0',3.81,b'0',5.25,b'0',16.7317,b'0',3.7181599999999997,b'0',,b'0',,b'0',63.5,b'0',,b'0',,b'0',,b'0',,b'0',1.0725,3.6912,0.3076,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
48,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,200.0,179.0,0.9351700000000001,b'0',40.6969,b'0',20.78,b'0',1.38,b'0',18.42,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.749060000000001,b'0',0.00240988,b'0',2409.88,b'0',2244.3,b'0',712.6,b'0',7.7531300000000005,b'0',2242.55,b'0',705.0089999999999,b'0',36.49,b'0',36.469,b'0',18.54,b'0',26.26,b'0',,b'0',,b'0',12.765,b'0',3.475,b'0',4.28561,b'0',12.4573,b'0',3.3912400000000003,b'0',,b'0',,b'0',64.0,b'0',,b'0',,b'0',,b'0',,b'0',0.7931,2.7296,0.2275,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
49,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,250.0,225.0,0.10126399999999999,b'0',4.40642,b'0',7.04,b'0',1.535,b'0',31.33,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.66965,b'0',0.002398,b'0',2398.0,b'0',2267.0,b'0',855.9,b'0',7.67352,b'0',2265.4,b'0',847.097,b'0',36.4152,b'0',36.406,b'0',17.98,b'0',26.355,b'0',,b'0',,b'0',22.94,b'0',5.09,b'0',5.25802,b'0',22.386999999999997,b'0',4.9673099999999994,b'0',,b'0',,b'0',58.4,b'0',,b'0',,b'0',,b'0',,b'0',2.4609,8.7713,0.7309,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
50,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,300.0,270.0,0.0,b'0',0.0,b'0',1.79,b'0',2.45,b'0',38.67,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.66516,b'0',0.00241897,b'0',2418.97,b'0',2288.1,b'0',867.0,b'0',7.668810000000001,b'0',2286.65,b'0',858.828,b'0',36.3896,b'0',36.381,b'0',17.8,b'0',26.38,b'0',,b'0',,b'0',30.78,b'0',7.375,b'0',4.86915,b'0',30.0381,b'0',7.19723,b'0',,b'0',,b'0',76.4,b'0',,b'0',,b'0',,b'0',,b'0',1.4293,5.0942,0.4245,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
51,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,350.0,311.0,0.0,b'0',0.0,b'0',1.43,b'0',2.67,b'0',44.0,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.65641,b'0',,b'0',,b'0',,b'0',,b'0',7.66058,b'0',,b'0',,b'0',36.366,b'0',36.368,b'0',17.69,b'0',,b'0',,b'0',,b'0',21.805,b'0',4.955,b'0',5.13404,b'0',21.2794,b'0',4.83556,b'0',,b'0',,b'0',69.4,b'0',,b'0',,b'0',,b'0',,b'0',2.0741,7.3924,0.616,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
52,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,400.0,354.0,0.0,b'0',0.0,b'0',1.59,b'0',2.845,b'0',53.67,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.6420699999999995,b'0',0.00242624,b'0',2426.24,b'0',2304.1,b'0',916.802,b'0',7.64566,b'0',2302.7,b'0',908.18,b'0',36.345,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',25.455,b'0',5.355,b'0',5.54575,b'0',24.8414,b'0',5.2259199999999995,b'0',,b'0',,b'0',61.2,b'0',,b'0',,b'0',,b'0',,b'0',0.7834,2.7923,0.2327,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
53,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,500.0,436.0,,b'0',,b'0',1.59,b'0',3.05,b'0',55.33,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.63023,b'0',0.002437,b'0',2437.0,b'0',2319.3,b'0',950.095,b'0',7.633769999999999,b'0',2317.88,b'0',941.324,b'0',36.306,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',23.34,b'0',4.75,b'0',5.73263,b'0',22.7774,b'0',4.6355,b'0',,b'0',,b'0',66.7,b'0',,b'0',,b'0',,b'0',,b'0',0.9672,4.6508,0.3876,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
54,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,750.0,656.0,,b'0',,b'0',1.51,b'0',3.415,b'0',76.83,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.6132,b'0',0.00245625,b'0',2456.25,b'0',2344.4,b'0',1001.35,b'0',7.6164,b'0',2343.1,b'0',992.977,b'0',36.241,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',16.295,b'0',3.81,b'0',4.989719999999999,b'0',15.9022,b'0',3.7181599999999997,b'0',,b'0',,b'0',78.5,b'0',,b'0',,b'0',,b'0',,b'0',0.7716,3.7103,0.3092,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
55,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,1000.0,899.0,,b'0',,b'0',1.41,b'0',3.505,b'0',84.0,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.60383,b'0',0.0024519999999999998,b'0',2452.0,b'0',2343.8,b'0',1024.32,b'0',7.60725,b'0',2342.45,b'0',1015.21,b'0',36.228,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',22.0895,b'0',5.02,b'0',5.13368,b'0',21.557,b'0',4.89899,b'0',,b'0',,b'0',70.5,b'0',,b'0',,b'0',,b'0',,b'0',0.7802,3.7517,0.3126,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
56,3,93HG_003,CAR-003,1,12,1,1996,10.5,-64.667,2.0,1200.0,1105.0,,b'0',,b'0',1.41,b'0',3.6,b'0',86.33,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.58462,b'0',0.00246345,b'0',2463.45,b'0',2362.4,b'0',1082.12,b'0',7.5881300000000005,b'0',2361.04,b'0',1072.25,b'0',36.224000000000004,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',17.825,b'0',4.01,b'0',5.18599,b'0',17.3953,b'0',3.9133400000000003,b'0',,b'0',,b'0',72.0,b'0',,b'0',,b'0',,b'0',,b'0',0.7501,3.607,0.3006,,1996-01-12 17:22:00,1996-01-12 19:22:00,,,1996-01-12 21:22:00,1996-01-12 23:22:00,,
57,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,1.0,1.5,4.76858,b'0',207.75900000000001,b'0',0.85,b'0',0.04,b'0',1.8,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.06898,b'0',0.00244838,b'0',2448.38,b'0',2104.6,b'0',374.0,b'0',8.07612,b'0',2099.95,b'0',366.414,b'0',36.913000000000004,b'0',,b'0',24.05,b'0',25.076999999999998,b'0',,b'0',,b'0',384.04,b'0',44.88,b'0',9.98321,b'0',374.783,b'0',43.7982,b'0',,b'0',,b'0',74.3,b'0',,b'0',12.6631,b'0',0.6842,b'0',0.41,b'0',,,,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
58,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,7.0,7.5,4.5433,b'0',197.917,b'0',0.91,b'0',0.03,b'0',2.11,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.11785,b'1',0.00244711,b'0',2447.11,b'0',2070.6,b'1',318.3,b'1',8.1258,b'1',2065.21,b'1',310.997,b'1',36.918,b'0',,b'0',23.58,b'0',25.22,b'0',,b'0',,b'0',379.71,b'0',47.3,b'0',9.365639999999999,b'0',370.55699999999996,b'0',46.1599,b'0',,b'0',,b'0',79.0,b'0',,b'0',6.90791,b'0',0.96,b'0',0.63,b'0',6.8873,22.4708,1.8726,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
59,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,15.0,15.0,4.52077,b'0',196.923,b'0',0.98,b'0',0.04,b'0',2.11,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',8.06138,b'0',0.002426,b'0',2426.0,b'0',2089.3,b'0',368.2,b'0',8.06759,b'0',2085.33,b'0',361.711,b'0',36.92,b'0',,b'0',23.36,b'0',25.285,b'0',,b'0',,b'0',419.93,b'0',60.61,b'0',8.08313,b'0',409.80800000000005,b'0',59.148999999999994,b'0',,b'0',,b'0',72.9,b'0',,b'0',2.4720299999999997,b'0',0.704314,b'0',0.46,b'0',,,,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
60,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,25.0,25.5,3.52956,b'0',153.732,b'0',2.94,b'0',0.15,b'0',3.96,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.98645,b'0',,b'0',,b'0',,b'0',,b'0',7.99228,b'0',,b'0',,b'0',36.91,b'0',,b'0',23.0,b'0',25.383000000000003,b'0',,b'0',,b'0',177.99,b'0',40.04,b'0',5.18619,b'0',173.7,b'0',39.0749,b'0',,b'0',,b'0',72.8,b'0',,b'0',0.506734,b'0',1.17,b'0',0.82,b'0',2.4079,7.8562,0.6547,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
61,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,35.0,35.5,2.89879,b'0',126.241,b'0',7.72,b'0',0.34,b'0',4.43,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.94913,b'0',,b'0',,b'0',,b'0',,b'0',7.95442,b'0',,b'0',,b'0',36.906,b'0',,b'0',22.5,b'0',25.524,b'0',,b'0',,b'0',29.815,b'0',5.895,b'0',5.90062,b'0',29.0963,b'0',5.7529,b'0',,b'0',,b'0',65.7,b'0',,b'0',0.0,b'0',0.238648,b'0',0.27,b'0',,,,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
62,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,55.0,55.0,2.92132,b'0',127.21700000000001,b'0',8.51,b'0',0.35,b'0',4.54,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.94872,b'0',0.0024208000000000003,b'0',2420.8,b'0',2152.7,b'0',485.1,b'0',7.954460000000001,b'0',2149.41,b'0',477.402,b'0',36.898,b'0',,b'0',22.37,b'0',25.56,b'0',,b'0',,b'0',25.81,b'0',5.355,b'0',5.62309,b'0',25.1879,b'0',5.2259199999999995,b'0',,b'0',,b'0',73.3,b'0',,b'0',0.02547,b'0',0.120895,b'0',0.18,b'0',2.5657,8.3708,0.6976,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
63,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,75.0,75.5,3.01143,b'0',131.12,b'0',9.23,b'0',0.44,b'0',4.43,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.90455,b'0',0.002403,b'0',2403.0,b'0',2160.7,b'0',528.7,b'0',7.909560000000001,b'0',2158.06,b'0',521.56,b'0',36.86,b'0',,b'0',21.67,b'0',25.73,b'0',,b'0',,b'0',20.56,b'0',4.885,b'0',4.91027,b'0',20.0644,b'0',4.76725,b'0',,b'0',,b'0',68.8,b'0',,b'0',0.305747,b'0',0.0516476,b'0',0.08,b'0',1.9663,6.4153,0.5346,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
64,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,2.0,100.0,99.5,2.85374,b'0',124.23200000000001,b'0',11.06,b'0',0.63,b'0',5.17,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.90389,b'0',,b'0',,b'0',,b'0',,b'0',7.9092,b'0',,b'0',,b'0',36.786,b'0',,b'0',20.8,b'0',25.91,b'0',,b'0',,b'0',15.685,b'0',3.61,b'0',5.06902,b'0',15.3069,b'0',3.5229800000000004,b'0',,b'0',,b'0',67.8,b'0',,b'0',0.0,b'0',0.027992400000000004,b'0',0.05,b'0',1.0725,3.4993,0.2916,4.0,1996-02-13 16:49:00,1996-02-13 17:01:00,1996-02-13 04:16:00,1996-02-13 04:30:00,1996-02-13 20:49:00,1996-02-13 21:01:00,1996-02-13 08:16:00,1996-02-13 08:30:00
65,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,3.0,130.0,130.0,2.24549,b'0',97.7362,b'0',14.54,b'0',0.77,b'0',8.65,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.8758,b'0',0.00242187,b'0',2421.87,b'0',2194.4,b'0',538.7,b'0',7.88122,b'0',2191.53,b'0',530.783,b'0',36.656,b'0',36.722,b'0',19.95,b'0',26.089000000000002,b'0',,b'0',,b'0',18.865,b'0',4.35,b'0',5.05958,b'0',18.4103,b'0',4.24514,b'0',,b'0',,b'0',68.5,b'0',,b'0',,b'0',,b'0',,b'0',1.0441,3.5936,0.2995,,1996-02-13 19:05:00,1996-02-13 20:47:00,,,1996-02-13 23:05:00,1996-02-14 00:47:00,,
66,4,93HG_004,CAR-004,1,13,2,1996,10.492,-64.668,3.0,160.0,160.0,1.86253,b'0',81.0557,b'0',16.57,b'0',1.0,b'0',12.87,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',7.82908,b'0',0.00241934,b'0',2419.34,b'0',2215.8,b'0',586.6,b'0',7.834239999999999,b'0',2213.28,b'0',578.508,b'0',36.568000000000005,b'0',36.569,b'0',18.94,b'0',26.236,b'0',,b'0',,b'0',21.335,b'0',4.62,b'0',5.387630000000001,b'0',20.8207,b'0',4.50864,b'0',,b'0',,b'0',62.1,b'0',,b'0',,b'0',,b'0',,b'0',0.9463,3.257,0.2714,,1996-02-13 19:05:00,1996-02-13 20:47:00,,,1996-02-13 23:05:00,1996-02-14 00:47:00,,
