"","date","val","X0.55m","X55.100m","spec","yday","month"
"431",2011-01-11,1.95,1.81,0.14,"Crypto1",11,1
"432",2011-02-08,1.24,1.24,0,"Crypto1",39,2
"433",2011-03-15,2.14,1.96,0.18,"Crypto1",74,3
"434",2011-04-12,0.44,0.42,0.02,"Crypto1",102,4
"435",2011-05-10,2.76,2.58,0.18,"Crypto1",130,5
"436",2011-06-09,1.09,0.41,0.68,"Crypto1",160,6
"437",2011-07-07,1.02,0.62,0.4,"Crypto1",188,7
"438",2011-08-09,1.82,0.76,1.06,"Crypto1",221,8
"439",2011-09-06,0.97,0.68,0.29,"Crypto1",249,9
"440",2011-10-04,0.14,0.14,0,"Crypto1",277,10
"441",2011-11-18,0.8,0.4,0.4,"Crypto1",322,11
"442",2012-01-10,4.67,4.65,0.02,"Crypto1",10,1
"443",2012-02-07,1.25,1.17,0.08,"Crypto1",38,2
"444",2012-03-16,5.55,5.52,0.03,"Crypto1",76,3
"445",2012-04-10,2.33,2.09,0.24,"Crypto1",101,4
"446",2012-05-15,1.52,0.64,0.88,"Crypto1",136,5
"447",2012-07-26,1.34,1.31,0.03,"Crypto1",208,7
"448",2012-08-14,2.42,2.01,0.41,"Crypto1",227,8
"449",2012-09-11,1.33,0.87,0.46,"Crypto1",255,9
"450",2012-10-10,1.95,1.61,0.34,"Crypto1",284,10
"451",2012-11-08,0.56,0.17,0.39,"Crypto1",313,11
"452",2012-12-04,0.67,0.57,0.1,"Crypto1",339,12
"453",2013-03-05,2.67,2.57,0.1,"Crypto1",64,3
"454",2013-04-09,1.5,1.14,0.36,"Crypto1",99,4
"455",2013-05-09,2.33,1.8,0.53,"Crypto1",129,5
"456",2013-06-11,1.29,0.56,0.73,"Crypto1",162,6
"457",2013-07-11,1.49,0.97,0.52,"Crypto1",192,7
"458",2013-08-13,1.11,0.48,0.63,"Crypto1",225,8
"459",2013-09-11,0.28,0,0.28,"Crypto1",254,9
"460",2013-10-08,0,0,0,"Crypto1",281,10
"461",2013-11-13,0.54,0.33,0.21,"Crypto1",317,11
"462",2013-12-04,0.45,0.27,0.18,"Crypto1",338,12
"463",2014-01-14,0.94,0.93,0.01,"Crypto1",14,1
"464",2014-02-04,2.29,2.29,0,"Crypto1",35,2
"465",2014-03-10,2.06,1.62,0.44,"Crypto1",69,3
"466",2014-04-01,4.03,3.48,0.55,"Crypto1",91,4
"467",2014-05-06,4.12,3.94,0.18,"Crypto1",126,5
"468",2014-06-13,1.91,1.56,0.35,"Crypto1",164,6
"469",2014-09-03,0.31,0.22,0.09,"Crypto1",246,9
"470",2014-10-07,0.21,0.19,0.02,"Crypto1",280,10
"471",2014-11-12,1.55,1.09,0.46,"Crypto1",316,11
"472",2014-12-09,2.4,2.35,0.05,"Crypto1",343,12
"473",2015-02-15,3.77,3.03,0.74,"Crypto1",46,2
"474",2015-04-14,1.04,1.04,0,"Crypto1",104,4
"475",2015-07-29,0.53,0.41,0.12,"Crypto1",210,7
"476",2015-08-17,2.34,2.34,0,"Crypto1",229,8
"477",2015-09-10,0.95,0.88,0.07,"Crypto1",253,9
"478",2015-11-16,1.28,1.09,0.19,"Crypto1",320,11
"479",2015-12-09,1.88,1.88,0,"Crypto1",343,12
"480",2016-01-12,3.22,3.19,0.03,"Crypto1",12,1
"481",2016-02-04,1.97,1.91,0.06,"Crypto1",35,2
"482",2016-05-10,2.63,1.82,0.81,"Crypto1",131,5
"483",2016-06-07,3.66,0.68,2.98,"Crypto1",159,6
"484",2016-09-20,1,0.56,0.44,"Crypto1",264,9
"485",2016-12-21,1.6,1.35,0.25,"Crypto1",356,12
"486",2017-01-12,1.59,1.52,0.07,"Crypto1",12,1
"487",1995-12-14,2.67,2.13,0.54,"Hapto6",348,12
"488",1996-01-13,3.03,2.55,0.48,"Hapto6",13,1
"489",1996-02-14,2.18,1.79,0.39,"Hapto6",45,2
"490",1996-03-13,2.05,1.84,0.21,"Hapto6",73,3
"491",1996-04-17,50.81,50.01,0.8,"Hapto6",108,4
"492",1996-05-10,9.76,9.38,0.38,"Hapto6",131,5
"493",1996-06-13,3.76,2.66,1.1,"Hapto6",165,6
"494",1996-07-11,7.14,5.77,1.37,"Hapto6",193,7
"495",1996-08-07,7.13,4.59,2.54,"Hapto6",220,8
"496",1996-09-11,12.59,6.71,5.88,"Hapto6",255,9
"497",1996-10-09,8.69,7.84,0.85,"Hapto6",283,10
"498",1996-11-11,8.71,7.49,1.22,"Hapto6",316,11
"499",1996-12-10,4.01,3.3,0.71,"Hapto6",345,12
"500",1997-01-08,5.52,5.04,0.48,"Hapto6",8,1
"501",1997-02-14,1.15,0.9,0.25,"Hapto6",45,2
"502",1997-02-23,1.02,0.85,0.17,"Hapto6",54,2
"503",1997-03-13,0,0,0,"Hapto6",72,3
"504",1997-04-16,6.31,5.64,0.67,"Hapto6",106,4
"505",1997-05-10,1.22,0.93,0.29,"Hapto6",130,5
"506",1997-06-17,4.2,2.88,1.32,"Hapto6",168,6
"507",1997-07-08,1.38,1.14,0.24,"Hapto6",189,7
"508",1997-07-16,2.42,1.31,1.11,"Hapto6",197,7
"509",1997-08-17,7.85,6.96,0.89,"Hapto6",229,8
"510",1997-09-17,3.17,1.93,1.24,"Hapto6",260,9
"511",1997-10-14,3.74,2.49,1.25,"Hapto6",287,10
"512",1997-11-13,6.71,6.59,0.12,"Hapto6",317,11
"513",1997-12-17,7.07,4.77,2.3,"Hapto6",351,12
"514",1998-01-14,5.66,4.4,1.26,"Hapto6",14,1
"515",1998-02-11,2.71,1.61,1.1,"Hapto6",42,2
"516",1998-03-12,2.16,2.05,0.11,"Hapto6",71,3
"517",1998-04-21,6.17,4.41,1.76,"Hapto6",111,4
"518",1998-06-09,21.14,13.41,7.73,"Hapto6",160,6
"519",1998-07-09,15.59,10.82,4.77,"Hapto6",190,7
"520",1998-08-05,14.78,4.84,9.94,"Hapto6",217,8
"521",1998-09-01,4.24,2.8,1.44,"Hapto6",244,9
"522",1998-12-16,11.18,8.51,2.67,"Hapto6",350,12
"523",1999-01-12,28.38,27.43,0.95,"Hapto6",12,1
"524",1999-03-04,1.06,0.63,0.43,"Hapto6",63,3
"525",1999-04-07,6.94,4.97,1.97,"Hapto6",97,4
"526",1999-07-15,10.56,8.05,2.51,"Hapto6",196,7
"527",1999-08-11,4.98,3.69,1.29,"Hapto6",223,8
"528",1999-09-14,6.37,2.75,3.62,"Hapto6",257,9
"529",1999-10-05,3.59,1.04,2.55,"Hapto6",278,10
"530",1999-11-04,1.6,0.89,0.71,"Hapto6",308,11
"531",1999-12-07,1.78,1.2,0.58,"Hapto6",341,12
"532",2000-01-11,4.02,3.32,0.7,"Hapto6",11,1
"533",2000-02-08,6.13,5.34,0.79,"Hapto6",39,2
"534",2000-03-09,2.58,1.97,0.61,"Hapto6",69,3
"535",2000-04-11,2.05,1.72,0.33,"Hapto6",102,4
"536",2000-05-11,4.66,3.28,1.38,"Hapto6",132,5
"537",2000-06-06,4.35,2.76,1.59,"Hapto6",158,6
"538",2000-07-07,1.38,0.84,0.54,"Hapto6",189,7
"539",2000-08-09,3.5,1.79,1.71,"Hapto6",222,8
"540",2000-09-12,4.55,2.45,2.1,"Hapto6",256,9
"541",2000-10-10,3.28,1.83,1.45,"Hapto6",284,10
"542",2006-07-04,2.32,1.39,0.93,"Hapto6",185,7
"543",2006-08-03,5.7,4.77,0.93,"Hapto6",215,8
"544",2006-09-12,5.84,3.27,2.57,"Hapto6",255,9
"545",2006-10-10,7.04,5.58,1.46,"Hapto6",283,10
"546",2006-11-02,5.63,2.65,2.98,"Hapto6",306,11
"547",2006-12-05,7.45,4.7,2.75,"Hapto6",339,12
"548",2007-02-06,4.69,4.19,0.5,"Hapto6",37,2
"549",2007-03-06,7.81,7.41,0.4,"Hapto6",65,3
"550",2007-04-10,8.07,6.86,1.21,"Hapto6",100,4
"551",2007-05-08,8.58,6.79,1.79,"Hapto6",128,5
"552",2007-06-05,4.23,2.43,1.8,"Hapto6",156,6
"553",2007-07-03,3.52,2.43,1.09,"Hapto6",184,7
"554",2007-08-07,9.26,3.92,5.34,"Hapto6",219,8
"555",2007-09-04,4.65,2.46,2.19,"Hapto6",247,9
"556",2007-10-19,13.85,8.46,5.39,"Hapto6",292,10
"557",2007-12-11,11.9,6.64,5.26,"Hapto6",345,12
"558",2008-01-10,2.42,1.92,0.5,"Hapto6",10,1
"559",2008-02-12,14.79,13.8,0.99,"Hapto6",43,2
"560",2008-03-11,6.52,5.37,1.15,"Hapto6",71,3
"561",2008-04-08,6.32,4.88,1.44,"Hapto6",99,4
"562",2008-05-04,7.55,4.02,3.53,"Hapto6",125,5
"563",2008-06-03,11.34,3.84,7.5,"Hapto6",155,6
"564",2008-07-08,8.44,6.11,2.33,"Hapto6",190,7
"565",2008-08-05,15.45,10.77,4.68,"Hapto6",218,8
"566",2008-09-10,3.75,1.82,1.93,"Hapto6",254,9
"567",2008-10-10,6.42,1.88,4.54,"Hapto6",284,10
"568",2008-11-18,5.12,2.51,2.61,"Hapto6",323,11
"569",2008-12-10,3.91,2.29,1.62,"Hapto6",345,12
"570",2009-01-13,5.73,4.89,0.84,"Hapto6",13,1
"571",2009-02-10,3.38,2.36,1.02,"Hapto6",41,2
"572",2009-03-03,5.5,4.68,0.82,"Hapto6",62,3
"573",2009-04-07,7.33,5.35,1.98,"Hapto6",97,4
"574",2009-05-08,9.87,8.85,1.02,"Hapto6",128,5
"575",2009-06-02,10.53,9.84,0.69,"Hapto6",153,6
"576",2009-07-14,3.69,2.77,0.92,"Hapto6",195,7
"577",2009-08-11,12.05,10.75,1.3,"Hapto6",223,8
"578",2009-09-15,9.41,5.03,4.38,"Hapto6",258,9
"579",2009-10-07,10.55,8.16,2.39,"Hapto6",280,10
"580",2009-11-10,2.84,1.41,1.43,"Hapto6",314,11
"581",2009-12-08,3.32,2.63,0.69,"Hapto6",342,12
"582",2010-01-07,10.83,8.29,2.54,"Hapto6",7,1
"583",2010-02-11,3.91,3.7,0.21,"Hapto6",42,2
"584",2010-03-09,15.85,11.91,3.94,"Hapto6",68,3
"585",2010-04-07,5.35,4.3,1.05,"Hapto6",97,4
"586",2010-05-11,7.99,6.16,1.83,"Hapto6",131,5
"587",2010-06-08,4.06,2.5,1.56,"Hapto6",159,6
"588",2010-08-04,3.7,2.72,0.98,"Hapto6",216,8
"589",2010-09-15,11.109,3.73,7.379,"Hapto6",258,9
"590",2010-10-05,5.32,2.85,2.47,"Hapto6",278,10
"591",2010-11-09,4.04,2.52,1.52,"Hapto6",313,11
"592",2010-12-08,8.44,7.83,0.61,"Hapto6",342,12
"593",2011-01-11,20.08,18.19,1.89,"Hapto6",11,1
"594",2011-02-08,6.97,6.86,0.11,"Hapto6",39,2
"595",2011-03-15,10.77,8.08,2.69,"Hapto6",74,3
"596",2011-04-12,6.8,5.07,1.73,"Hapto6",102,4
"597",2011-05-10,16.92,11.59,5.33,"Hapto6",130,5
"598",2011-06-09,11.88,4.74,7.14,"Hapto6",160,6
"599",2011-07-07,17.3,9.12,8.18,"Hapto6",188,7
"600",2011-08-09,15.25,6.43,8.82,"Hapto6",221,8
"601",2011-09-06,16.23,11.51,4.72,"Hapto6",249,9
"602",2011-10-04,11.91,6.59,5.32,"Hapto6",277,10
"603",2011-11-18,13.63,5.16,8.47,"Hapto6",322,11
"604",2012-01-10,10.28,8.6,1.68,"Hapto6",10,1
"605",2012-02-07,9.96,8.26,1.7,"Hapto6",38,2
"606",2012-03-16,13,11.59,1.41,"Hapto6",76,3
"607",2012-04-10,17.65,10.86,6.79,"Hapto6",101,4
"608",2012-05-15,14.27,7.8,6.47,"Hapto6",136,5
"609",2012-07-26,8.38,6.98,1.4,"Hapto6",208,7
"610",2012-08-14,14.21,9.58,4.63,"Hapto6",227,8
"611",2012-09-11,17.04,9.14,7.9,"Hapto6",255,9
"612",2012-10-10,20.3,13.93,6.37,"Hapto6",284,10
"613",2012-11-08,11.28,4.43,6.85,"Hapto6",313,11
"614",2012-12-04,13.15,8.71,4.44,"Hapto6",339,12
"615",2013-03-05,16.6,12.8,3.8,"Hapto6",64,3
"616",2013-04-09,18.58,12.66,5.92,"Hapto6",99,4
"617",2013-05-09,20.99,12.75,8.24,"Hapto6",129,5
"618",2013-06-11,24.87,16.16,8.71,"Hapto6",162,6
"619",2013-07-11,17.66,11.31,6.35,"Hapto6",192,7
"620",2013-08-13,19.82,8.84,10.98,"Hapto6",225,8
"621",2013-09-11,14.84,6.28,8.56,"Hapto6",254,9
"622",2013-10-08,28.57,17.21,11.36,"Hapto6",281,10
"623",2013-11-13,15.79,10.14,5.65,"Hapto6",317,11
"624",2013-12-04,10.07,5.47,4.6,"Hapto6",338,12
"625",2014-01-14,8.89,8.21,0.68,"Hapto6",14,1
"626",2014-02-04,9.83,8.1,1.73,"Hapto6",35,2
"627",2014-03-10,11.64,7.76,3.88,"Hapto6",69,3
"628",2014-04-01,23.52,17.2,6.32,"Hapto6",91,4
"629",2014-05-06,17.41,13.68,3.73,"Hapto6",126,5
"630",2014-06-13,17.35,11.78,5.57,"Hapto6",164,6
"631",2014-09-03,13.85,6.02,7.83,"Hapto6",246,9
"632",2014-10-07,11.2,5.4,5.8,"Hapto6",280,10
"633",2014-11-12,15.64,9.25,6.39,"Hapto6",316,11
"634",2014-12-09,19.49,15.45,4.04,"Hapto6",343,12
"635",2015-02-15,21.82,15.22,6.6,"Hapto6",46,2
"636",2015-04-14,16.13,10.47,5.66,"Hapto6",104,4
"637",2015-07-29,12.98,11.38,1.6,"Hapto6",210,7
"638",2015-08-17,13.15,9.14,4.01,"Hapto6",229,8
"639",2015-09-10,17.65,15.02,2.63,"Hapto6",253,9
"640",2015-11-16,14.88,10.47,4.41,"Hapto6",320,11
"641",2015-12-09,9.08,6.26,2.82,"Hapto6",343,12
"642",2016-01-12,14.02,12.12,1.9,"Hapto6",12,1
"643",2016-02-04,14.52,10.13,4.39,"Hapto6",35,2
"644",2016-05-10,22.28,15.91,6.37,"Hapto6",131,5
"645",2016-06-07,16.21,5.11,11.1,"Hapto6",159,6
"646",2016-09-20,11.8,5.52,6.28,"Hapto6",264,9
"647",2016-12-21,9.7,7.19,2.51,"Hapto6",356,12
"648",2017-01-12,10.57,8.56,2.01,"Hapto6",12,1
"649",1995-12-14,0,0,0,"Chloro1",348,12
"650",1996-01-13,0.59,0.59,0,"Chloro1",13,1
"651",1996-02-14,0,0,0,"Chloro1",45,2
"652",1996-03-13,0.09,0.09,0,"Chloro1",73,3
"653",1996-04-17,11.84,11.79,0.05,"Chloro1",108,4
"654",1996-05-10,1.04,1.03,0.01,"Chloro1",131,5
"655",1996-06-13,0.21,0.07,0.14,"Chloro1",165,6
"656",1996-07-11,0.42,0.42,0,"Chloro1",193,7
"657",1996-08-07,0.6,0.6,0,"Chloro1",220,8
"658",1996-09-11,1.16,0.84,0.32,"Chloro1",255,9
"659",1996-10-09,1.19,0.97,0.22,"Chloro1",283,10
"660",1996-11-11,2.14,1.99,0.15,"Chloro1",316,11
"661",1996-12-10,0.5,0.5,0,"Chloro1",345,12
"662",1997-01-08,1.42,1.42,0,"Chloro1",8,1
"663",1997-02-14,0,0,0,"Chloro1",45,2
"664",1997-02-23,0.02,0.01,0.01,"Chloro1",54,2
"665",1997-03-13,0,0,0,"Chloro1",72,3
"666",1997-04-16,0,0,0,"Chloro1",106,4
"667",1997-05-10,0,0,0,"Chloro1",130,5
"668",1997-06-17,0,0,0,"Chloro1",168,6
"669",1997-07-08,0.02,0.02,0,"Chloro1",189,7
"670",1997-07-16,0,0,0,"Chloro1",197,7
"671",1997-08-17,0,0,0,"Chloro1",229,8
"672",1997-09-17,0.1,0.1,0,"Chloro1",260,9
"673",1997-10-14,0,0,0,"Chloro1",287,10
"674",1997-11-13,0,0,0,"Chloro1",317,11
"675",1997-12-17,0,0,0,"Chloro1",351,12
"676",1998-01-14,0,0,0,"Chloro1",14,1
"677",1998-02-11,0,0,0,"Chloro1",42,2
"678",1998-03-12,0,0,0,"Chloro1",71,3
"679",1998-04-21,0,0,0,"Chloro1",111,4
"680",1998-06-09,1.47,1.03,0.44,"Chloro1",160,6
"681",1998-07-09,0,0,0,"Chloro1",190,7
"682",1998-08-05,1.56,0.5,1.06,"Chloro1",217,8
"683",1998-09-01,0.67,0.54,0.13,"Chloro1",244,9
"684",1998-12-16,1.72,1.72,0,"Chloro1",350,12
"685",1999-01-12,1.24,1.13,0.11,"Chloro1",12,1
"686",1999-03-04,0,0,0,"Chloro1",63,3
"687",1999-04-07,0.05,0.04,0.01,"Chloro1",97,4
"688",1999-07-15,0,0,0,"Chloro1",196,7
"689",1999-08-11,0,0,0,"Chloro1",223,8
"690",1999-09-14,0.15,0.15,0,"Chloro1",257,9
"691",1999-10-05,0,0,0,"Chloro1",278,10
"692",1999-11-04,0,0,0,"Chloro1",308,11
"693",1999-12-07,0.04,0,0.04,"Chloro1",341,12
"694",2000-01-11,0.01,0,0.01,"Chloro1",11,1
"695",2000-02-08,0.03,0.01,0.02,"Chloro1",39,2
"696",2000-03-09,0.22,0.14,0.08,"Chloro1",69,3
"697",2000-04-11,0,0,0,"Chloro1",102,4
"698",2000-05-11,0,0,0,"Chloro1",132,5
"699",2000-06-06,0.12,0.06,0.06,"Chloro1",158,6
"700",2000-07-07,0.02,0,0.02,"Chloro1",189,7
"701",2000-08-09,0.12,0.02,0.1,"Chloro1",222,8
"702",2000-09-12,0,0,0,"Chloro1",256,9
"703",2000-10-10,0,0,0,"Chloro1",284,10
"704",2006-07-04,0.02,0.02,0,"Chloro1",185,7
"705",2006-08-03,0.19,0.18,0.01,"Chloro1",215,8
"706",2006-09-12,0.11,0.11,0,"Chloro1",255,9
"707",2006-10-10,1.26,0.73,0.53,"Chloro1",283,10
"708",2006-11-02,0.09,0.09,0,"Chloro1",306,11
"709",2006-12-05,0.55,0.55,0,"Chloro1",339,12
"710",2007-02-06,0.41,0.33,0.08,"Chloro1",37,2
"711",2007-03-06,0.69,0.66,0.03,"Chloro1",65,3
"712",2007-04-10,0.37,0.35,0.02,"Chloro1",100,4
"713",2007-05-08,0.05,0.05,0,"Chloro1",128,5
"714",2007-06-05,0.03,0.03,0,"Chloro1",156,6
"715",2007-07-03,0.92,0.92,0,"Chloro1",184,7
"716",2007-08-07,0.15,0.15,0,"Chloro1",219,8
"717",2007-09-04,0.04,0.04,0,"Chloro1",247,9
"718",2007-10-19,1.66,0.68,0.98,"Chloro1",292,10
"719",2007-12-11,1.43,0.96,0.47,"Chloro1",345,12
"720",2008-01-10,1.29,0.93,0.36,"Chloro1",10,1
"721",2008-02-12,1.41,1.07,0.34,"Chloro1",43,2
"722",2008-03-11,1.91,1.3,0.61,"Chloro1",71,3
"723",2008-04-08,0.88,0.4,0.48,"Chloro1",99,4
"724",2008-05-04,0.48,0.47,0.01,"Chloro1",125,5
"725",2008-06-03,0.54,0.41,0.13,"Chloro1",155,6
"726",2008-07-08,0.9,0.7,0.2,"Chloro1",190,7
"727",2008-08-05,2.03,0.53,1.5,"Chloro1",218,8
"728",2008-09-10,0.62,0.47,0.15,"Chloro1",254,9
"729",2008-10-10,0.55,0.41,0.14,"Chloro1",284,10
"730",2008-11-18,0.29,0.29,0,"Chloro1",323,11
"731",2008-12-10,0.46,0.3,0.16,"Chloro1",345,12
"732",2009-01-13,1.81,1.44,0.37,"Chloro1",13,1
"733",2009-02-10,1.56,0.69,0.87,"Chloro1",41,2
"734",2009-03-03,1.04,0.71,0.33,"Chloro1",62,3
"735",2009-04-07,0.34,0.14,0.2,"Chloro1",97,4
"736",2009-05-08,0.79,0.76,0.03,"Chloro1",128,5
"737",2009-06-02,0.22,0.22,0,"Chloro1",153,6
"738",2009-07-14,0.33,0.28,0.05,"Chloro1",195,7
"739",2009-08-11,0.21,0.15,0.06,"Chloro1",223,8
"740",2009-09-15,0.91,0.68,0.23,"Chloro1",258,9
"741",2009-10-07,0.69,0.62,0.07,"Chloro1",280,10
"742",2009-11-10,0.55,0.49,0.06,"Chloro1",314,11
"743",2009-12-08,0.48,0.38,0.1,"Chloro1",342,12
"744",2010-01-07,1.15,0.9,0.25,"Chloro1",7,1
"745",2010-02-11,2.32,2.11,0.21,"Chloro1",42,2
"746",2010-03-09,0.47,0.43,0.04,"Chloro1",68,3
"747",2010-04-07,0.52,0.51,0.01,"Chloro1",97,4
"748",2010-05-11,0.49,0.49,0,"Chloro1",131,5
"749",2010-06-08,0.7,0.59,0.11,"Chloro1",159,6
"750",2010-08-04,0.48,0.48,0,"Chloro1",216,8
"751",2010-09-15,0.672,0.53,0.142,"Chloro1",258,9
"752",2010-10-05,0.73,0.5,0.23,"Chloro1",278,10
"753",2010-11-09,0.46,0.44,0.02,"Chloro1",313,11
"754",2010-12-08,0.7,0.63,0.07,"Chloro1",342,12
"755",2011-01-11,1.5,1.5,0,"Chloro1",11,1
"756",2011-02-08,0.11,0.1,0.01,"Chloro1",39,2
"757",2011-03-15,0.24,0.24,0,"Chloro1",74,3
"758",2011-04-12,0,0,0,"Chloro1",102,4
"759",2011-05-10,0.14,0.14,0,"Chloro1",130,5
"760",2011-06-09,0.01,0.01,0,"Chloro1",160,6
"761",2011-07-07,0,0,0,"Chloro1",188,7
"762",2011-08-09,0.03,0.03,0,"Chloro1",221,8
"763",2011-09-06,0,0,0,"Chloro1",249,9
"764",2011-10-04,0.01,0.01,0,"Chloro1",277,10
"765",2011-11-18,0.03,0.03,0,"Chloro1",322,11
"766",2012-01-10,0.16,0.16,0,"Chloro1",10,1
"767",2012-02-07,0.26,0.16,0.1,"Chloro1",38,2
"768",2012-03-16,2.23,2.23,0,"Chloro1",76,3
"769",2012-04-10,0.06,0.06,0,"Chloro1",101,4
"770",2012-05-15,0.04,0.04,0,"Chloro1",136,5
"771",2012-07-26,0.08,0.08,0,"Chloro1",208,7
"772",2012-08-14,0.04,0.04,0,"Chloro1",227,8
"773",2012-09-11,0.17,0.17,0,"Chloro1",255,9
"774",2012-10-10,0.04,0.04,0,"Chloro1",284,10
"775",2012-11-08,0,0,0,"Chloro1",313,11
"776",2012-12-04,0,0,0,"Chloro1",339,12
"777",2013-03-05,0.2,0.2,0,"Chloro1",64,3
"778",2013-04-09,0.08,0.08,0,"Chloro1",99,4
"779",2013-05-09,0.12,0.12,0,"Chloro1",129,5
"780",2013-06-11,0.02,0.02,0,"Chloro1",162,6
"781",2013-07-11,0,0,0,"Chloro1",192,7
"782",2013-08-13,0.22,0.22,0,"Chloro1",225,8
"783",2013-09-11,0.03,0,0.03,"Chloro1",254,9
"784",2013-10-08,0,0,0,"Chloro1",281,10
"785",2013-11-13,0.01,0.01,0,"Chloro1",317,11
"786",2013-12-04,0.02,0.02,0,"Chloro1",338,12
"787",2014-01-14,0.24,0.24,0,"Chloro1",14,1
"788",2014-02-04,0.43,0.43,0,"Chloro1",35,2
"789",2014-03-10,0.98,0.75,0.23,"Chloro1",69,3
"790",2014-04-01,0.22,0.22,0,"Chloro1",91,4
"791",2014-05-06,21.84,21.56,0.28,"Chloro1",126,5
"792",2014-06-13,0.27,0.27,0,"Chloro1",164,6
"793",2014-09-03,0.01,0.01,0,"Chloro1",246,9
"794",2014-10-07,0,0,0,"Chloro1",280,10
"795",2014-11-12,0,0,0,"Chloro1",316,11
"796",2014-12-09,0.39,0.39,0,"Chloro1",343,12
"797",2015-02-15,0.21,0.21,0,"Chloro1",46,2
"798",2015-04-14,0.18,0.18,0,"Chloro1",104,4
"799",2015-07-29,0.33,0.33,0,"Chloro1",210,7
"800",2015-08-17,0.02,0.02,0,"Chloro1",229,8
"801",2015-09-10,0.08,0.08,0,"Chloro1",253,9
"802",2015-11-16,0.4,0.4,0,"Chloro1",320,11
"803",2015-12-09,0.21,0.21,0,"Chloro1",343,12
"804",2016-01-12,0.21,0.2,0.01,"Chloro1",12,1
"805",2016-02-04,0.32,0.31,0.01,"Chloro1",35,2
"806",2016-05-10,0.13,0.13,0,"Chloro1",131,5
"807",2016-06-07,0,0,0,"Chloro1",159,6
"808",2016-09-20,0.04,0.04,0,"Chloro1",264,9
"809",2016-12-21,0.63,0.62,0.01,"Chloro1",356,12
"810",2017-01-12,0.71,0.71,0,"Chloro1",12,1
"811",1995-12-14,0.83,0.66,0.17,"Cyano4",348,12
"812",1996-01-13,0.46,0.4,0.06,"Cyano4",13,1
"813",1996-02-14,0.34,0.25,0.09,"Cyano4",45,2
"814",1996-03-13,0.27,0.25,0.02,"Cyano4",73,3
"815",1996-04-17,1.36,1.35,0.01,"Cyano4",108,4
"816",1996-05-10,0.54,0.53,0.01,"Cyano4",131,5
"817",1996-06-13,0.11,0.09,0.02,"Cyano4",165,6
"818",1996-07-11,2.7,2.07,0.63,"Cyano4",193,7
"819",1996-08-07,1.42,1.17,0.25,"Cyano4",220,8
"820",1996-09-11,2.91,1.51,1.4,"Cyano4",255,9
"821",1996-10-09,3.16,2.56,0.6,"Cyano4",283,10
"822",1996-11-11,2.13,1.58,0.55,"Cyano4",316,11
"823",1996-12-10,1.99,1.54,0.45,"Cyano4",345,12
"824",1997-01-08,1.68,1.45,0.23,"Cyano4",8,1
"825",1997-02-14,0.42,0.39,0.03,"Cyano4",45,2
"826",1997-02-23,0.4,0.32,0.08,"Cyano4",54,2
"827",1997-03-13,0,0,0,"Cyano4",72,3
"828",1997-04-16,1.27,1.27,0,"Cyano4",106,4
"829",1997-05-10,0.15,0.14,0.01,"Cyano4",130,5
"830",1997-06-17,0.9,0.38,0.52,"Cyano4",168,6
"831",1997-07-08,0.05,0.05,0,"Cyano4",189,7
"832",1997-07-16,0.12,0.12,0,"Cyano4",197,7
"833",1997-08-17,1.98,1.96,0.02,"Cyano4",229,8
"834",1997-09-17,1.74,1.55,0.19,"Cyano4",260,9
"835",1997-10-14,0,0,0,"Cyano4",287,10
"836",1997-11-13,0,0,0,"Cyano4",317,11
"837",1997-12-17,0,0,0,"Cyano4",351,12
"838",1998-01-14,1.24,1.21,0.03,"Cyano4",14,1
"839",1998-02-11,0.28,0.21,0.07,"Cyano4",42,2
"840",1998-03-12,0,0,0,"Cyano4",71,3
"841",1998-04-21,1.36,1.1,0.26,"Cyano4",111,4
"842",1998-06-09,4.44,3.5,0.94,"Cyano4",160,6
"843",1998-07-09,2.5,2.21,0.29,"Cyano4",190,7
"844",1998-08-05,4.15,3.34,0.81,"Cyano4",217,8
"845",1998-09-01,2.98,2.8,0.18,"Cyano4",244,9
"846",1998-12-16,1.85,1.53,0.32,"Cyano4",350,12
"847",1999-01-12,4.1,4.08,0.02,"Cyano4",12,1
"848",1999-03-04,0.02,0.02,0,"Cyano4",63,3
"849",1999-04-07,1.24,1.24,0,"Cyano4",97,4
"850",1999-07-15,1.37,1.25,0.12,"Cyano4",196,7
"851",1999-08-11,0.77,0.73,0.04,"Cyano4",223,8
"852",1999-09-14,1.74,1.4,0.34,"Cyano4",257,9
"853",1999-10-05,2.6,1.74,0.86,"Cyano4",278,10
"854",1999-11-04,2.56,2.3,0.26,"Cyano4",308,11
"855",1999-12-07,3.19,2.45,0.74,"Cyano4",341,12
"856",2000-01-11,1.76,1.69,0.07,"Cyano4",11,1
"857",2000-02-08,1.03,0.85,0.18,"Cyano4",39,2
"858",2000-03-09,0.92,0.91,0.01,"Cyano4",69,3
"859",2000-04-11,1,0.83,0.17,"Cyano4",102,4
"860",2000-05-11,1.94,1.9,0.04,"Cyano4",132,5
"861",2000-06-06,1.29,1.15,0.14,"Cyano4",158,6
"862",2000-07-07,0.59,0.3,0.29,"Cyano4",189,7
"863",2000-08-09,3.63,2.94,0.69,"Cyano4",222,8
"864",2000-09-12,3.68,2.87,0.81,"Cyano4",256,9
"865",2000-10-10,3.92,3.41,0.51,"Cyano4",284,10
"866",2006-07-04,1.84,1.7,0.14,"Cyano4",185,7
