;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
461;232921;232921;Protoperidinium globulus;Protoperidinium globulus;Protoperidinium globulus;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium globulus
143;110222;110222;Protoperidinium grande;Protoperidinium grande;Protoperidinium grande;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium grande
476;233269;233269;Protoperidinium hirobis;Protoperidinium hirobis;Protoperidinium hirobis;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium hirobis
554;418151;418151;Protoperidinium latum;Protoperidinium latum;Protoperidinium latum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium latum
144;110229;110229;Protoperidinium leonis;Protoperidinium leonis;Protoperidinium leonis;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium leonis
469;233028;233028;Protoperidinium matzenaueri;Protoperidinium matzenaueri;Protoperidinium matzenaueri;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium matzenaueri
145;110233;110233;Protoperidinium minutum;Protoperidinium minutum;Archaeperidinium minutum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium minutum
471;233104;233104;Protoperidinium murayii;Protoperidinium murrayi;Protoperidinium oceanicum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium murrayi
147;110237;110237;Protoperidinium nudum;Protoperidinium nudum;Protoperidinium nudum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium nudum
470;233082;233082;Protoperidinium okamurai;Protoperidinium okamurae;Protoperidinium okamurae;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium okamurai
555;418153;418153;Protoperidinium orbiculare;Protoperidinium orbiculare;Protoperidinium orbiculare;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium orbiculare
150;110241;110241;Protoperidinium ovatum;Protoperidinium ovatum;Protoperidinium ovatum;;DINOFLAGELLATES;Body size:50, Body size:58, Body size:70, Body size:88, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium ovatum
151;110245;110245;Protoperidinium pellucidu;Protoperidinium pellucidum;Protoperidinium pellucidum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pellucidum
152;110247;110247;Protoperidinium pentagonum;Protoperidinium pentagonum;Protoperidinium pentagonum;;DINOFLAGELLATES;Body size:75, Body size:75, Body size:100, Body size:110, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pentagonum
154;110249;110249;Protoperidinium piriforme;Protoperidinium pyriforme;Protoperidinium pyriforme;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pyriforme
153;110248;110248;Protoperidinium punctulatum;Protoperidinium punctulatum;Protoperidinium punctulatum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium punctulatum
155;110250;110250;Protoperidinium quarnerense;Protoperidinium quarnerense;Protoperidinium quarnerense;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium quarnerense
491;233805;233805;Protoperidinium quinquecorne;Protoperidinium quinquecorne;Protoperidinium quinquecorne;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium quinquecorne
465;232968;232968;Protoperidinium roseum;Protoperidinium roseum;Protoperidinium roseum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium roseum
477;233274;233274;Protoperidinium rotundatum;Protoperidinium rotundatum;Protoperidinium hidemitii;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium rotundatum
35;109553;109553;Protoperidinium sp;Protoperidinium sp.;Protoperidinium sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium
156;110255;110255;Protoperidinium sphaericum;Protoperidinium sphaericum;Protoperidinium sphaericum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium sphaericum
462;232941;232941;Protoperidinium spinifera;Protoperidinium spinifera;Protoperidinium solidcorne;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium spiniferum
158;110259;110259;Protoperidinium subine;Protoperidinium subinerme;Protoperidinium subinerme;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium subinerme
593;597657;597657;Protoperidinium trochoideum;Protoperidinium trochoideum;Protoperidinium trochoideum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium trochoideum
149;110240;110240;Protoperidiniun oceanicum;Protoperidinium oceanicum;Protoperidinium oceanicum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium oceanicum
548;366283;366283;Pseudoeunotia doliolus;Pseudoeunotia doliolus;Fragilariopsis doliolus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudoeunotia_Pseudoeunotia doliolus
582;573543;573543;Pseudoguinardia recta;Pseudoguinardia recta;Pseudoguinardia recta;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Hemidiscaceae_Pseudoguinardia_Pseudoguinardia recta
336;156548;156548;Pseudonitzs pseudodelicatissima;Pseudo-nitzschia pseudodelicatissima;Pseudo-nitzschia pseudodelicatissima;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia pseudodelicatissima
551;411765;411765;Pseudonitzschia lineola;Pseudo-nitzschia cf. lineola;Pseudo-nitzschia cf. lineola;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia lineola
355;160528;160528;Pseudonitzschia pungens;Pseudo-nitzschia pungens;Pseudo-nitzschia pungens;;DIATOMS;Body size:3, Body size:4.5, Body size:75, Body size:140, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia pungens
269;149152;149152;Pseudonitzschia seriata;Pseudo-nitzschia seriata;Pseudo-nitzschia seriata;;DIATOMS;Body size:90, Body size:160, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia seriata
268;149151;149151;Pseudonitzschia sp.;Pseudo-nitzschia sp.;Pseudo-nitzschia sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia
559;418221;418221;Pseudonitzschia subfraudulenta;Pseudo-nitzschia subfraudulenta;Pseudo-nitzschia subfraudulenta;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia subfraudulenta
382;163344;163344;Pseudosolenia calcaravis;Pseudosolenia calcar-avis;Pseudosolenia calcar-avis;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Pseudosolenia_Pseudosolenia calcar-avis
190;134529;134529;Pyraminonas sp.;Pyramimonas sp.;Pyramimonas sp.;Chlorophyte;OTHERS;Functional group:plankton > phytoplankton, Unicellularity:unicellular;Plantae_Viridiplantae_Chlorophyta_Pyramimonadophyceae_Pyramimonadales_Pyramimonadaceae_Pyramimonas
173;110327;110327;Pyrocistis elegans;Pyrocystis elegans;Pyrocystis elegans;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis elegans
176;110333;110333;Pyrocistis obtusa;Pyrocystis obtusa;Pyrocystis obtusa;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis obtusa
174;110329;110329;Pyrocystis (Disodinium) gerbautii;Pyrocystis gerbaultii;Pyrocystis gerbaultii;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis gerbaultii
433;232259;232259;Pyrocystis hamulus;Pyrocystis hamulus;Pyrocystis hamulus;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis hamulus
387;164053;164053;Pyrocystis lunula;Pyrocystis lunula;Pyrocystis lunula;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis lunula
175;110332;110332;Pyrocystis noctiluca;Pyrocystis noctiluca;Pyrocystis pseudonoctiluca;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis noctiluca
177;110334;110334;Pyrocystis robusta;Pyrocystis robusta;Pyrocystis robusta;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis robusta
424;231886;231886;Pyrodinium bahamense;Pyrodinium bahamense;Pyrodinium bahamense;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Goniodomataceae_Pyrodinium_Pyrodinium bahamense
445;232598;232598;Pyrophacus  horologium;Pyrophacus horologium;Pyrophacus horologium;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Pyrophacaceae_Pyrophacus_Pyrophacus horologium
520;235972;235972;Rhabdosphaera claviger;Rhabdosphaera claviger;Rhabdolithes claviger;;COCCOLITHOPHORIDS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Rhabdosphaeraceae_Rhabdosphaera_Rhabdosphaera clavigera
412;196805;196805;Rhisozolenia acuminata;Rhizosolenia acuminata;Rhizosolenia acuminata;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia acuminata
247;149115;149115;Rhisozolenia setigera;Rhizosolenia setigera;Rhizosolenia setigera;;DIATOMS;Body size:15, Body size:50, Body size:250, Body size:725, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia setigera
583;573563;573563;Rhizosolenia acicularis;Rhizosolenia acicularis;Rhizosolenia acicularis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia acicularis
413;196811;196811;Rhizosolenia bergonii;Rhizosolenia bergonii;Rhizosolenia bergonii;;DIATOMS;Body size:500;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia bergonii
604;631889;631889;Rhizosolenia calcaravis;Rhizosolenia calcaravis;Rhizosolenia calcaravis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia calcaravis
529;248062;248062;Rhizosolenia castracaney;Rhizosolenia castracanei;Rhizosolenia castracanei;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia castracanei
377;163242;163242;Rhizosolenia cylindrus;Rhizosolenia cylindrus;Guinardia cylindrus;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia cylindrus
246;149114;149114;Rhizosolenia delicatula;Rhizosolenia delicatula;Guinardia delicatula;;DIATOMS;Body size:8, Body size:40, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia delicatula
232;149070;149070;Rhizosolenia hebetata;Rhizosolenia hebetata;Rhizosolenia hebetata;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia hebetata
584;573577;573577;Rhizosolenia hyalina;Rhizosolenia hyalina;Rhizosolenia hyalina;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia hyalina
248;149116;149116;Rhizosolenia imbricata;Rhizosolenia imbricata;Rhizosolenia imbricata;;DIATOMS;Body size:6, Body size:57, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia imbricata
304;149311;149311;Rhizosolenia robusta;Rhizosolenia robusta;Neocalyptrella robusta;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia robusta
231;149069;149069;Rhizosolenia sp.;Rhizosolenia sp.;Rhizosolenia sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia
330;149629;149629;Rhizosolenia styliformis;Rhizosolenia styliformis;Rhizosolenia styliformis;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia styliformis
7;106314;106314;Rhodomonas marina;Rhodomonas marina;Rhodomonas marina;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Pyrenomonadales_Pyrenomonadaceae_Rhodomonas_Rhodomonas marina
6;106289;106289;Rhodomonas sp.;Rhodomonas sp.;Rhodomonas sp.;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Pyrenomonadales_Pyrenomonadaceae_Rhodomonas
359;160602;160602;Scenedesmus sp.;Scenedesmus sp.;Scenedesmus sp.;;OTHERS;Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular;Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorophyceae_Sphaeropleales_Scenedesmaceae_Scenedesmoidea_Scenedesmus
595;608237;608237;Schizothrix calcicola;Schizothrix calcicola;Schizothrix calcicola;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Schizotrichaceae_Schizothrix_Schizothrix calcicola
205;146655;146655;Schizothrix sp.;Schizothrix sp.;Schizothrix sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Schizotrichaceae_Schizothrix
33;109545;109545;Scripsiella sp.;Scrippsiella sp.;Scrippsiella sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella
129;110175;110175;Scripsiella spinifera;Scrippsiella spinifera;Scrippsiella spinifera;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella spinifera
130;110176;110176;Scripsiella subsalsa;Scrippsiella subsalsa;Bysmatrum subsalsum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella subsalsa
128;110172;110172;Scripsiella trocoidea;Scrippsiella trochoidea;Scrippsiella trochoidea;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella trochoidea
271;149161;149161;Shroderella sp.;Schroederella sp.;Schroederella sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Schroederella
375;163231;163231;Shroredella delicatula;Schroederella delicatula;Detonula pumila;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Schroederella_Schroederella delicatula
233;149074;149074;Skeletonema costatum;Skeletonema costatum;Skeletonema costatum;;DIATOMS;Body size:3, Body size:20, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Skeletonemaceae_Skeletonema_Skeletonema costatum
610;663775;663775;Sphaerodinium javanicum;Sphaerodinium javanicum;Sphaerodinium javanicum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Glenodiniopsidaceae_Sphaerodinium_Sphaerodinium javanicum
197;146541;146541;Spirulina sp.;Spirulina sp.;Spirulina sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Spirulinales_Spirulinaceae_Spirulina
607;660753;660753;Spirulina subsalsa;Spirulina subsalsa;Spirulina subsalsa;;CYANOBACTERIA;Functional group:plankton > phytoplankton;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Spirulinales_Spirulinaceae_Spirulina_Spirulina subsalsa
363;162728;162728;Staurastrum sp.;Staurastrum sp.;Staurastrum sp.;;OTHERS;NA;Plantae_Viridiplantae_Streptophyta_Charophyta_Conjugatophyceae_Desmidiales_Desmidiaceae_Staurastrum
590;590735;590735;Stauroneis constrictor;Stauroneis constricta;Stauroneis constricta;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Stauroneidaceae_Stauroneis_Stauroneis constricta
577;549219;549219;Stephanopyxis cf. niponi;Stephanopyxis cf. nipponica;Stephanopyxis cf. nipponica;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Stephanopyxidaceae_Stephanopyxis_Stephanopyxis nipponica
425;231888;231888;Stephanopyxis palmeriana;Stephanopyxis palmeriana;Stephanopyxis palmeriana;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Stephanopyxidaceae_Stephanopyxis_Stephanopyxis palmeriana
331;149631;149631;Stephanopyxis turris;Stephanopyxis turris;Stephanopyxis turris;;DIATOMS;Body size:20, Body size:90, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Stephanopyxidaceae_Stephanopyxis_Stephanopyxis turris
544;345435;345435;Streptotheca thamensis;Streptotheca thamensis;Helicotheca tamesis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Bellerocheaceae_Streptotheca_Streptotheca thamensis
273;149176;149176;Striatella sp.;Striatella sp.;Striatella sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Striatella
274;149177;149177;Striatella unipunctata;Striatella unipunctata;Striatella unipunctata;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Striatella_Striatella unipunctata
326;149615;149615;Surirella fastuosa;Surirella fastuosa;Surirella fastuosa;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Surirella_Surirella fastuosa
563;418456;418456;Surirella recedens;Surirella recedens;Surirella recedens;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Surirella_Surirella recedens
234;149084;149084;Surirella sp.;Surirella sp.;Surirella sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Surirella
